,CP022686.1
ECOLIN_04220,CIW80_22080
ECOLIN_04230,CIW80_22095
ECOLIN_04235,CIW80_22100
ECOLIN_04240,CIW80_22105
ECOLIN_04245,CIW80_22110
ECOLIN_04250,CIW80_22115
ECOLIN_04255,CIW80_22120
ECOLIN_04260,CIW80_22125
ECOLIN_04265,CIW80_22130
ECOLIN_04270,CIW80_22135
ECOLIN_04275,CIW80_22140
ECOLIN_04280,CIW80_22145
ECOLIN_04285,CIW80_22150
ECOLIN_04290,CIW80_22155
ECOLIN_04295,CIW80_22160
ECOLIN_04300,CIW80_22165
ECOLIN_04305,CIW80_22170
ECOLIN_04310,CIW80_22175
ECOLIN_04315,CIW80_22180
ECOLIN_04320,CIW80_22185
ECOLIN_04325,CIW80_22190
ECOLIN_04330,CIW80_22195
ECOLIN_04335,CIW80_22200
ECOLIN_04340,CIW80_22205
ECOLIN_04345,CIW80_22210
ECOLIN_04350,CIW80_22215
ECOLIN_04355,CIW80_22220
ECOLIN_04360,CIW80_22225
ECOLIN_04365,CIW80_22230
ECOLIN_04370,CIW80_22235
ECOLIN_04375,CIW80_22240
ECOLIN_04380,CIW80_22240
ECOLIN_04385,CIW80_22240
ECOLIN_04390,CIW80_22245
ECOLIN_04395,CIW80_22250
ECOLIN_04400,CIW80_22255
ECOLIN_04405,CIW80_22260
ECOLIN_04410,CIW80_22265
ECOLIN_04415,CIW80_22270
ECOLIN_04420,CIW80_22280
ECOLIN_04425,CIW80_22285
ECOLIN_04430,CIW80_22290
ECOLIN_04435,CIW80_22295
ECOLIN_04440,CIW80_22300
ECOLIN_04445,CIW80_22305
ECOLIN_04450,CIW80_22310
ECOLIN_04455,CIW80_22315
ECOLIN_04460,CIW80_22320
ECOLIN_04465,CIW80_22325
ECOLIN_04470,CIW80_22330
ECOLIN_04475,CIW80_22335
ECOLIN_04480,CIW80_22340
ECOLIN_04485,CIW80_22345
ECOLIN_04490,CIW80_22350
ECOLIN_04495,CIW80_22355
ECOLIN_04500,CIW80_22360
ECOLIN_04505,CIW80_22365
ECOLIN_04510,CIW80_22370
ECOLIN_04515,CIW80_22375
ECOLIN_04520,CIW80_22380
ECOLIN_04535,CIW80_22390
ECOLIN_04545,CIW80_22395
ECOLIN_04550,CIW80_22400
ECOLIN_04555,CIW80_22405
ECOLIN_04565,CIW80_22415
ECOLIN_04570,CIW80_22420
ECOLIN_04575,CIW80_22425
ECOLIN_04590,CIW80_22440
ECOLIN_04595,CIW80_22450
ECOLIN_04600,CIW80_22455
ECOLIN_04605,CIW80_22460
ECOLIN_04610,CIW80_22465
ECOLIN_04615,CIW80_22475
ECOLIN_04620,CIW80_22480
ECOLIN_04625,CIW80_22485
ECOLIN_04630,CIW80_22490
ECOLIN_04635,CIW80_22495
ECOLIN_04640,CIW80_22500
ECOLIN_04645,CIW80_22505
ECOLIN_04650,CIW80_22510
ECOLIN_04655,CIW80_22515
ECOLIN_04660,CIW80_22520
ECOLIN_04665,CIW80_22525
ECOLIN_04675,CIW80_22535
ECOLIN_04680,CIW80_22540
ECOLIN_04685,CIW80_22545
ECOLIN_04690,CIW80_22550
ECOLIN_04695,CIW80_22555
ECOLIN_04700,CIW80_22560
ECOLIN_04705,CIW80_22565
ECOLIN_04710,CIW80_22570
ECOLIN_04715,CIW80_22575
ECOLIN_04720,CIW80_22580
ECOLIN_04725,CIW80_22585
ECOLIN_04735,CIW80_22595
ECOLIN_04740,CIW80_22600
ECOLIN_04745,CIW80_22605
ECOLIN_04750,CIW80_22610
ECOLIN_04755,CIW80_22615
ECOLIN_04760,CIW80_22620
ECOLIN_04765,CIW80_22625
ECOLIN_04770,CIW80_22630
ECOLIN_04775,CIW80_22635
ECOLIN_04780,CIW80_22640
ECOLIN_04785,CIW80_22645
ECOLIN_04790,CIW80_22650
ECOLIN_04795,CIW80_22655
ECOLIN_04805,CIW80_22660
ECOLIN_04810,CIW80_22665
ECOLIN_04815,CIW80_22670
ECOLIN_04820,CIW80_22675
ECOLIN_04825,CIW80_22680
ECOLIN_04830,CIW80_22685
ECOLIN_04835,CIW80_22690
ECOLIN_04840,CIW80_22695
ECOLIN_04845,CIW80_22700
ECOLIN_04850,CIW80_22710
ECOLIN_04855,CIW80_22715
ECOLIN_04860,CIW80_22720
ECOLIN_04865,CIW80_22725
ECOLIN_04870,CIW80_22730
ECOLIN_04875,CIW80_22735
ECOLIN_04880,CIW80_22740
ECOLIN_04885,CIW80_22745
ECOLIN_04890,CIW80_22755
ECOLIN_04895,CIW80_22760
ECOLIN_04900,CIW80_22765
ECOLIN_04905,CIW80_22770
ECOLIN_04910,CIW80_22780
ECOLIN_04915,CIW80_22785
ECOLIN_04920,CIW80_22790
ECOLIN_04925,CIW80_22795
ECOLIN_04930,CIW80_22800
ECOLIN_04935,CIW80_22805
ECOLIN_04940,CIW80_22810
ECOLIN_04945,CIW80_22815
ECOLIN_04950,CIW80_22820
ECOLIN_04955,CIW80_22825
ECOLIN_04960,CIW80_22830
ECOLIN_04965,CIW80_22835
ECOLIN_04970,CIW80_22840
ECOLIN_04980,CIW80_22850
ECOLIN_04985,CIW80_22855
ECOLIN_04990,CIW80_22860
ECOLIN_04995,CIW80_22865
ECOLIN_05000,CIW80_22870
ECOLIN_05005,CIW80_22875
ECOLIN_05010,CIW80_22880
ECOLIN_05015,CIW80_22885
ECOLIN_05020,CIW80_22895
ECOLIN_05025,CIW80_22900
ECOLIN_05030,CIW80_22905
ECOLIN_05035,CIW80_22920
ECOLIN_05040,CIW80_22925
ECOLIN_05050,CIW80_22935
ECOLIN_05055,CIW80_22940
ECOLIN_05060,CIW80_22945
ECOLIN_05065,CIW80_22950
ECOLIN_05070,CIW80_22955
ECOLIN_05075,CIW80_22960
ECOLIN_05080,CIW80_22965
ECOLIN_05090,CIW80_22975
ECOLIN_05095,CIW80_22980
ECOLIN_05100,CIW80_22990
ECOLIN_05105,CIW80_22995
ECOLIN_05110,CIW80_23000
ECOLIN_05115,CIW80_23005
ECOLIN_05120,CIW80_23010
ECOLIN_05125,CIW80_23015
ECOLIN_05130,CIW80_23020
ECOLIN_05135,CIW80_23025
ECOLIN_05140,CIW80_23030
ECOLIN_05145,CIW80_23035
ECOLIN_05150,CIW80_23040
ECOLIN_05155,CIW80_23050
ECOLIN_05165,CIW80_23060
ECOLIN_05170,CIW80_23065
ECOLIN_05180,CIW80_23080
ECOLIN_05185,CIW80_23085
ECOLIN_05190,CIW80_23090
ECOLIN_05195,CIW80_23095
ECOLIN_05200,CIW80_23100
ECOLIN_05210,CIW80_23105
ECOLIN_05215,CIW80_23110
ECOLIN_05220,None
ECOLIN_05225,CIW80_23135
ECOLIN_05230,CIW80_23140
ECOLIN_05235,CIW80_23145
ECOLIN_05240,CIW80_23150
ECOLIN_05245,CIW80_23155
ECOLIN_05255,CIW80_23165
ECOLIN_05260,CIW80_23175
ECOLIN_05265,CIW80_10130
ECOLIN_05270,CIW80_10115
ECOLIN_05275,CIW80_10115
ECOLIN_05280,CIW80_23180
ECOLIN_05285,CIW80_23185
ECOLIN_05290,CIW80_23190
ECOLIN_05295,CIW80_23195
ECOLIN_05300,CIW80_23200
ECOLIN_05305,CIW80_23205
ECOLIN_05310,CIW80_23210
ECOLIN_05315,CIW80_23215
ECOLIN_05320,CIW80_23220
ECOLIN_05325,CIW80_23225
ECOLIN_05330,CIW80_23230
ECOLIN_05335,CIW80_23235
ECOLIN_05340,CIW80_23240
ECOLIN_05345,CIW80_23245
ECOLIN_05350,CIW80_23250
ECOLIN_05355,CIW80_23255
ECOLIN_05360,CIW80_23260
ECOLIN_05365,CIW80_23265
ECOLIN_05370,CIW80_23270
ECOLIN_05375,CIW80_23275
ECOLIN_05380,CIW80_23290
ECOLIN_05390,CIW80_19285
ECOLIN_05405,CIW80_19300
ECOLIN_05410,CIW80_23315
ECOLIN_05415,None
ECOLIN_05420,None
ECOLIN_05425,CIW80_23330
ECOLIN_05430,CIW80_23335
ECOLIN_05435,CIW80_23340
ECOLIN_05445,CIW80_23350
ECOLIN_05455,None
ECOLIN_05465,CIW80_23370
ECOLIN_05475,CIW80_23385
ECOLIN_05480,CIW80_23385
ECOLIN_05490,None
ECOLIN_05500,CIW80_23400
ECOLIN_05505,CIW80_23405
ECOLIN_05510,CIW80_23410
ECOLIN_05515,CIW80_23415
ECOLIN_05520,CIW80_23420
ECOLIN_05525,CIW80_23430
ECOLIN_05530,None
ECOLIN_05535,CIW80_23445
ECOLIN_05540,CIW80_23450
ECOLIN_05545,CIW80_23460
ECOLIN_05550,CIW80_23465
ECOLIN_05555,CIW80_23470
ECOLIN_05560,CIW80_23475
ECOLIN_05565,CIW80_23480
ECOLIN_05570,CIW80_23485
ECOLIN_05575,CIW80_23490
ECOLIN_05580,CIW80_23495
ECOLIN_05585,CIW80_23500
ECOLIN_05590,CIW80_23505
ECOLIN_05595,CIW80_23515
ECOLIN_05600,CIW80_23520
ECOLIN_05605,CIW80_23530
ECOLIN_05610,CIW80_23535
ECOLIN_05615,CIW80_23540
ECOLIN_05620,CIW80_23545
ECOLIN_05625,CIW80_23550
ECOLIN_05630,CIW80_23560
ECOLIN_05635,CIW80_23570
ECOLIN_05640,CIW80_23575
ECOLIN_05650,CIW80_23590
ECOLIN_05660,None
ECOLIN_05670,CIW80_23610
ECOLIN_05675,CIW80_23615
ECOLIN_05680,CIW80_23620
ECOLIN_05685,CIW80_23625
ECOLIN_05690,CIW80_23640
ECOLIN_05695,CIW80_23645
ECOLIN_05700,CIW80_23665
ECOLIN_05705,CIW80_23670
ECOLIN_05710,CIW80_23675
ECOLIN_05715,CIW80_23680
ECOLIN_05720,CIW80_23685
ECOLIN_05725,CIW80_23690
ECOLIN_05735,CIW80_23690
ECOLIN_05745,CIW80_16920
ECOLIN_05750,CIW80_23685
ECOLIN_05755,CIW80_23685
ECOLIN_05760,CIW80_23690
ECOLIN_05765,CIW80_23685
ECOLIN_05770,CIW80_23690
ECOLIN_05775,CIW80_23695
ECOLIN_05780,CIW80_23705
ECOLIN_05790,CIW80_23710
ECOLIN_05795,CIW80_23715
ECOLIN_05800,CIW80_23720
ECOLIN_05805,CIW80_23725
ECOLIN_05810,CIW80_23730
ECOLIN_05815,CIW80_23735
ECOLIN_05820,CIW80_23740
ECOLIN_05825,CIW80_23745
ECOLIN_05845,CIW80_23760
ECOLIN_05850,CIW80_23765
ECOLIN_05855,CIW80_23750
ECOLIN_05870,CIW80_23760
ECOLIN_05875,CIW80_23765
ECOLIN_05880,CIW80_23770
ECOLIN_05885,CIW80_23775
ECOLIN_05890,CIW80_23780
ECOLIN_05895,CIW80_23785
ECOLIN_05900,CIW80_23790
ECOLIN_05905,CIW80_23795
ECOLIN_05910,CIW80_23810
ECOLIN_05915,CIW80_23815
ECOLIN_05920,CIW80_23820
ECOLIN_05925,CIW80_23825
ECOLIN_05930,CIW80_23830
ECOLIN_05935,CIW80_23835
ECOLIN_05940,CIW80_23840
ECOLIN_05945,CIW80_23855
ECOLIN_05950,CIW80_23860
ECOLIN_05955,CIW80_23865
ECOLIN_05960,CIW80_23870
ECOLIN_05965,CIW80_23875
ECOLIN_05970,CIW80_23880
ECOLIN_05975,CIW80_23885
ECOLIN_05980,CIW80_23890
ECOLIN_05985,CIW80_23895
ECOLIN_06000,CIW80_23905
ECOLIN_06005,CIW80_23910
ECOLIN_06010,CIW80_23915
ECOLIN_06015,CIW80_23920
ECOLIN_06020,CIW80_23925
ECOLIN_06025,CIW80_23930
ECOLIN_06030,CIW80_23935
ECOLIN_06035,CIW80_23940
ECOLIN_06040,CIW80_23945
ECOLIN_06050,CIW80_23955
ECOLIN_06055,CIW80_23960
ECOLIN_06060,CIW80_23965
ECOLIN_06065,CIW80_23970
ECOLIN_06070,CIW80_23975
ECOLIN_06075,CIW80_23980
ECOLIN_06080,CIW80_23985
ECOLIN_06085,CIW80_23990
ECOLIN_06090,CIW80_23995
ECOLIN_06095,CIW80_24000
ECOLIN_06100,CIW80_24005
ECOLIN_06105,CIW80_24010
ECOLIN_06110,CIW80_24015
ECOLIN_06115,CIW80_24020
ECOLIN_06120,CIW80_24025
ECOLIN_06125,CIW80_24030
ECOLIN_06130,CIW80_24040
ECOLIN_06135,CIW80_24045
ECOLIN_06140,CIW80_24050
ECOLIN_06145,CIW80_24055
ECOLIN_06150,CIW80_24060
ECOLIN_06155,CIW80_24065
ECOLIN_06160,CIW80_24070
ECOLIN_06170,CIW80_24080
ECOLIN_06175,CIW80_24085
ECOLIN_06180,CIW80_24090
ECOLIN_06190,CIW80_24100
ECOLIN_06195,CIW80_24105
ECOLIN_06200,CIW80_24110
ECOLIN_06205,CIW80_24115
ECOLIN_06210,CIW80_24120
ECOLIN_06215,CIW80_24120
ECOLIN_06220,CIW80_24125
ECOLIN_06225,CIW80_24130
ECOLIN_06230,CIW80_24135
ECOLIN_06235,CIW80_24140
ECOLIN_06240,CIW80_24145
ECOLIN_06245,CIW80_24150
ECOLIN_06250,CIW80_24155
ECOLIN_06255,CIW80_24165
ECOLIN_06260,CIW80_24170
ECOLIN_06265,CIW80_24175
ECOLIN_06270,CIW80_24180
ECOLIN_06280,CIW80_24190
ECOLIN_06285,CIW80_24195
ECOLIN_06290,CIW80_24200
ECOLIN_06295,CIW80_24205
ECOLIN_06300,CIW80_24210
ECOLIN_06305,CIW80_24215
ECOLIN_06310,CIW80_24220
ECOLIN_06315,CIW80_24225
ECOLIN_06320,CIW80_24230
ECOLIN_06325,CIW80_24235
ECOLIN_06330,CIW80_24240
ECOLIN_06335,CIW80_24245
ECOLIN_06340,CIW80_24255
ECOLIN_06345,CIW80_24260
ECOLIN_06350,CIW80_04795
ECOLIN_06355,CIW80_04800
ECOLIN_06360,CIW80_04805
ECOLIN_06365,None
ECOLIN_06370,None
ECOLIN_06375,CIW80_04815
ECOLIN_06380,CIW80_04820
ECOLIN_06385,CIW80_04825
ECOLIN_06390,CIW80_04830
ECOLIN_06395,CIW80_04835
ECOLIN_06400,CIW80_04840
ECOLIN_06405,CIW80_04845
ECOLIN_06415,CIW80_04855
ECOLIN_06420,CIW80_04860
ECOLIN_06425,CIW80_04865
ECOLIN_06430,CIW80_04870
ECOLIN_06435,CIW80_04880
ECOLIN_06440,CIW80_04885
ECOLIN_06445,CIW80_24265
ECOLIN_06450,CIW80_24270
ECOLIN_06455,CIW80_24275
ECOLIN_06460,CIW80_24280
ECOLIN_06465,CIW80_24285
ECOLIN_06470,CIW80_24290
ECOLIN_06480,CIW80_24300
ECOLIN_06485,CIW80_24305
ECOLIN_06490,CIW80_24310
ECOLIN_06495,CIW80_16740
ECOLIN_06500,CIW80_08670
ECOLIN_06505,CIW80_24315
ECOLIN_06510,CIW80_24325
ECOLIN_06515,CIW80_24330
ECOLIN_06520,CIW80_24340
ECOLIN_06530,CIW80_24355
ECOLIN_06535,None
ECOLIN_06540,CIW80_24365
ECOLIN_06545,CIW80_24370
ECOLIN_06550,CIW80_24375
ECOLIN_06560,CIW80_24385
ECOLIN_06565,CIW80_24390
ECOLIN_06570,CIW80_24395
ECOLIN_06575,CIW80_24405
ECOLIN_06585,CIW80_24415
ECOLIN_06590,CIW80_24420
ECOLIN_06595,CIW80_24425
ECOLIN_06600,CIW80_24430
ECOLIN_06605,CIW80_24435
ECOLIN_06610,CIW80_24440
ECOLIN_06615,CIW80_24445
ECOLIN_06620,None
ECOLIN_06630,CIW80_24425
ECOLIN_06635,CIW80_24430
ECOLIN_06640,CIW80_24435
ECOLIN_06645,CIW80_24440
ECOLIN_06650,CIW80_24445
ECOLIN_06655,None
ECOLIN_06660,CIW80_24465
ECOLIN_06665,CIW80_24470
ECOLIN_06675,CIW80_24465
ECOLIN_06680,CIW80_24470
ECOLIN_06685,CIW80_24475
ECOLIN_06690,CIW80_24480
ECOLIN_06695,CIW80_24485
ECOLIN_06700,CIW80_24490
ECOLIN_06705,CIW80_24495
ECOLIN_06710,CIW80_24500
ECOLIN_06715,CIW80_24505
ECOLIN_06720,CIW80_24510
ECOLIN_06725,CIW80_24515
ECOLIN_06730,CIW80_24520
ECOLIN_06735,CIW80_24525
ECOLIN_06740,CIW80_24530
ECOLIN_06745,CIW80_24535
ECOLIN_06750,CIW80_24540
ECOLIN_06755,CIW80_24545
ECOLIN_06760,CIW80_24550
ECOLIN_06765,CIW80_24555
ECOLIN_06770,CIW80_24560
ECOLIN_06775,CIW80_24565
ECOLIN_06780,CIW80_24570
ECOLIN_06785,CIW80_24575
ECOLIN_06790,CIW80_24580
ECOLIN_06795,CIW80_24585
ECOLIN_06800,CIW80_24590
ECOLIN_06805,CIW80_24595
ECOLIN_06810,CIW80_24605
ECOLIN_06825,CIW80_24620
ECOLIN_06830,CIW80_24625
ECOLIN_06835,CIW80_24630
ECOLIN_06840,CIW80_24635
ECOLIN_06845,CIW80_24640
ECOLIN_06850,CIW80_24645
ECOLIN_06855,CIW80_24650
ECOLIN_06860,CIW80_24655
ECOLIN_06865,CIW80_24660
ECOLIN_06870,CIW80_24670
ECOLIN_06875,CIW80_24680
ECOLIN_06880,CIW80_24685
ECOLIN_06885,CIW80_24690
ECOLIN_06890,CIW80_24695
ECOLIN_06895,CIW80_19705
ECOLIN_06900,CIW80_24720
ECOLIN_06905,CIW80_24725
ECOLIN_06910,CIW80_24730
ECOLIN_06915,CIW80_24740
ECOLIN_06920,CIW80_24745
ECOLIN_06925,CIW80_24755
ECOLIN_06930,CIW80_24760
ECOLIN_06935,CIW80_24765
ECOLIN_06940,CIW80_24770
ECOLIN_06945,CIW80_24775
ECOLIN_06950,CIW80_24780
ECOLIN_06955,CIW80_24785
ECOLIN_06960,CIW80_24790
ECOLIN_06965,CIW80_24795
ECOLIN_06970,CIW80_24800
ECOLIN_06975,CIW80_24805
ECOLIN_06980,CIW80_24810
ECOLIN_06985,CIW80_24815
ECOLIN_06990,CIW80_24820
ECOLIN_06995,CIW80_24830
ECOLIN_07000,CIW80_24835
ECOLIN_07005,CIW80_24840
ECOLIN_07010,CIW80_24845
ECOLIN_07015,CIW80_24850
ECOLIN_07020,CIW80_24855
ECOLIN_07025,CIW80_24860
ECOLIN_07030,CIW80_24865
ECOLIN_07035,CIW80_24870
ECOLIN_07040,CIW80_24880
ECOLIN_07050,CIW80_24885
ECOLIN_07055,CIW80_24890
ECOLIN_07060,CIW80_24895
ECOLIN_07065,CIW80_24900
ECOLIN_07070,CIW80_24910
ECOLIN_07075,CIW80_24915
ECOLIN_07080,CIW80_24920
ECOLIN_07085,CIW80_24925
ECOLIN_07090,CIW80_24930
ECOLIN_07095,CIW80_24935
ECOLIN_07100,CIW80_24940
ECOLIN_07105,CIW80_24945
ECOLIN_07110,CIW80_24950
ECOLIN_07115,CIW80_24955
ECOLIN_07120,CIW80_24960
ECOLIN_07125,CIW80_24965
ECOLIN_07130,CIW80_24970
ECOLIN_07140,CIW80_24985
ECOLIN_07145,CIW80_24990
ECOLIN_07150,CIW80_24995
ECOLIN_07155,CIW80_25000
ECOLIN_07160,CIW80_25005
ECOLIN_07165,CIW80_25010
ECOLIN_07170,CIW80_25015
ECOLIN_07175,CIW80_25025
ECOLIN_07180,CIW80_25030
ECOLIN_07185,CIW80_25035
ECOLIN_07190,CIW80_25040
ECOLIN_07195,CIW80_25045
ECOLIN_07200,CIW80_25050
ECOLIN_07205,CIW80_25055
ECOLIN_07210,CIW80_25060
ECOLIN_07215,CIW80_25065
ECOLIN_07220,CIW80_25070
ECOLIN_07225,CIW80_25075
ECOLIN_07230,CIW80_25080
ECOLIN_07245,CIW80_25100
ECOLIN_07250,CIW80_25105
ECOLIN_07255,CIW80_25110
ECOLIN_07260,CIW80_25115
ECOLIN_07265,CIW80_25120
ECOLIN_07270,CIW80_25125
ECOLIN_07275,CIW80_25130
ECOLIN_07285,CIW80_25140
ECOLIN_07290,CIW80_25145
ECOLIN_07295,CIW80_25150
ECOLIN_07300,CIW80_25155
ECOLIN_07305,CIW80_25160
ECOLIN_07310,CIW80_25165
ECOLIN_07315,CIW80_25170
ECOLIN_07320,CIW80_25175
ECOLIN_07325,CIW80_25180
ECOLIN_07330,CIW80_25190
ECOLIN_07335,CIW80_25195
ECOLIN_07340,CIW80_25200
ECOLIN_07345,CIW80_25205
ECOLIN_07350,CIW80_25210
ECOLIN_07355,CIW80_25215
ECOLIN_07360,CIW80_25225
ECOLIN_07365,CIW80_25230
ECOLIN_07370,CIW80_25235
ECOLIN_07375,CIW80_25240
ECOLIN_07380,CIW80_25245
ECOLIN_07385,CIW80_25250
ECOLIN_07390,CIW80_25255
ECOLIN_07395,CIW80_25260
ECOLIN_07400,CIW80_25270
ECOLIN_07405,CIW80_25275
ECOLIN_07410,CIW80_25280
ECOLIN_07415,CIW80_25285
ECOLIN_07420,CIW80_25290
ECOLIN_07425,CIW80_25295
ECOLIN_07430,CIW80_25300
ECOLIN_07435,CIW80_25305
ECOLIN_07440,CIW80_25305
ECOLIN_07445,CIW80_25315
ECOLIN_07450,CIW80_25325
ECOLIN_07470,CIW80_25345
ECOLIN_07475,CIW80_25350
ECOLIN_07480,CIW80_25355
ECOLIN_07485,CIW80_25360
ECOLIN_07490,CIW80_25365
ECOLIN_07495,CIW80_25370
ECOLIN_07500,CIW80_25375
ECOLIN_07505,CIW80_25380
ECOLIN_07510,CIW80_25385
ECOLIN_07520,CIW80_25395
ECOLIN_07525,CIW80_25405
ECOLIN_07530,CIW80_25410
ECOLIN_07535,CIW80_25415
ECOLIN_07540,CIW80_25420
ECOLIN_07545,CIW80_25425
ECOLIN_07550,CIW80_25430
ECOLIN_07555,CIW80_25435
ECOLIN_07560,CIW80_25440
ECOLIN_07565,CIW80_25445
ECOLIN_07570,CIW80_25450
ECOLIN_07575,CIW80_25455
ECOLIN_07580,CIW80_25460
ECOLIN_07585,CIW80_25465
ECOLIN_07590,CIW80_25470
ECOLIN_07595,CIW80_25480
ECOLIN_07600,CIW80_25485
ECOLIN_07605,CIW80_25490
ECOLIN_07610,CIW80_25495
ECOLIN_07615,CIW80_25500
ECOLIN_07620,CIW80_25505
ECOLIN_07625,CIW80_25510
ECOLIN_07630,CIW80_25515
ECOLIN_07635,CIW80_25520
ECOLIN_07640,CIW80_25525
ECOLIN_07645,CIW80_25530
ECOLIN_07650,CIW80_25535
ECOLIN_07655,CIW80_25540
ECOLIN_07660,CIW80_25545
ECOLIN_07665,CIW80_25550
ECOLIN_07670,CIW80_25555
ECOLIN_07675,CIW80_25560
ECOLIN_07680,CIW80_25565
ECOLIN_07685,CIW80_25570
ECOLIN_07690,CIW80_25575
ECOLIN_07695,CIW80_25580
ECOLIN_07700,CIW80_25585
ECOLIN_07705,CIW80_25590
ECOLIN_07715,CIW80_25600
ECOLIN_07720,CIW80_25605
ECOLIN_07725,CIW80_25610
ECOLIN_07730,CIW80_25615
ECOLIN_07735,CIW80_25620
ECOLIN_07740,CIW80_25625
ECOLIN_07745,CIW80_25630
ECOLIN_07750,CIW80_25635
ECOLIN_07755,CIW80_25640
ECOLIN_07760,CIW80_25645
ECOLIN_07765,CIW80_25655
ECOLIN_07770,CIW80_25660
ECOLIN_07775,CIW80_25665
ECOLIN_07780,CIW80_25670
ECOLIN_07785,CIW80_25675
ECOLIN_07790,CIW80_25680
ECOLIN_07795,CIW80_25690
ECOLIN_07800,CIW80_25695
ECOLIN_07805,CIW80_25700
ECOLIN_07815,CIW80_25715
ECOLIN_07820,CIW80_25720
ECOLIN_07825,CIW80_25725
ECOLIN_07830,CIW80_25730
ECOLIN_07835,CIW80_25735
ECOLIN_07840,CIW80_25740
ECOLIN_07845,CIW80_25745
ECOLIN_07850,CIW80_25750
ECOLIN_07855,CIW80_25755
ECOLIN_07860,CIW80_25760
ECOLIN_07875,CIW80_25770
ECOLIN_07880,CIW80_25775
ECOLIN_07885,CIW80_25780
ECOLIN_07890,CIW80_25785
ECOLIN_07895,CIW80_25790
ECOLIN_07900,CIW80_25795
ECOLIN_07905,CIW80_00005
ECOLIN_07910,CIW80_00010
ECOLIN_07915,CIW80_00015
ECOLIN_07920,CIW80_00020
ECOLIN_07930,CIW80_00025
ECOLIN_07940,CIW80_00040
ECOLIN_07945,CIW80_00045
ECOLIN_07950,CIW80_00050
ECOLIN_07955,CIW80_00060
ECOLIN_07960,CIW80_00070
ECOLIN_07965,CIW80_00075
ECOLIN_07970,CIW80_00080
ECOLIN_07975,CIW80_00085
ECOLIN_07980,CIW80_00090
ECOLIN_07985,CIW80_00095
ECOLIN_07990,CIW80_00100
ECOLIN_07995,CIW80_00105
ECOLIN_08000,CIW80_00110
ECOLIN_08010,CIW80_00120
ECOLIN_08015,CIW80_00125
ECOLIN_08020,CIW80_00130
ECOLIN_08025,CIW80_00135
ECOLIN_08030,CIW80_00140
ECOLIN_08040,CIW80_00150
ECOLIN_08045,CIW80_00165
ECOLIN_08050,CIW80_00170
ECOLIN_08055,CIW80_00175
ECOLIN_08060,CIW80_00180
ECOLIN_08065,CIW80_00195
ECOLIN_08075,CIW80_00215
ECOLIN_08080,CIW80_00220
ECOLIN_08090,CIW80_00230
ECOLIN_08095,CIW80_00235
ECOLIN_08110,CIW80_00250
ECOLIN_08115,CIW80_00255
ECOLIN_08120,CIW80_00260
ECOLIN_08125,CIW80_00265
ECOLIN_08130,CIW80_00270
ECOLIN_08135,CIW80_00270
ECOLIN_08145,CIW80_00290
ECOLIN_08150,CIW80_00300
ECOLIN_08155,CIW80_00305
ECOLIN_08160,CIW80_00310
ECOLIN_08165,CIW80_00315
ECOLIN_08170,CIW80_00320
ECOLIN_08175,CIW80_00325
ECOLIN_08180,CIW80_00330
ECOLIN_08185,CIW80_00335
ECOLIN_08190,CIW80_00340
ECOLIN_08195,CIW80_00345
ECOLIN_08200,CIW80_00350
ECOLIN_08205,CIW80_00355
ECOLIN_08210,CIW80_00360
ECOLIN_08215,CIW80_00365
ECOLIN_08220,CIW80_00370
ECOLIN_08225,CIW80_00375
ECOLIN_08230,CIW80_00380
ECOLIN_08235,CIW80_00385
ECOLIN_08240,CIW80_00390
ECOLIN_08245,CIW80_00400
ECOLIN_08255,CIW80_00410
ECOLIN_08260,CIW80_00415
ECOLIN_08265,CIW80_00420
ECOLIN_08270,CIW80_00425
ECOLIN_08280,CIW80_00435
ECOLIN_08285,CIW80_00440
ECOLIN_08290,CIW80_00445
ECOLIN_08295,CIW80_00450
ECOLIN_08300,CIW80_00455
ECOLIN_08305,CIW80_00460
ECOLIN_08310,CIW80_00465
ECOLIN_08315,CIW80_00470
ECOLIN_08320,CIW80_00475
ECOLIN_08325,CIW80_00480
ECOLIN_08330,CIW80_00485
ECOLIN_08335,CIW80_00490
ECOLIN_08340,CIW80_00495
ECOLIN_08345,CIW80_00500
ECOLIN_08355,CIW80_00505
ECOLIN_08360,CIW80_00510
ECOLIN_08365,CIW80_00520
ECOLIN_08370,CIW80_00525
ECOLIN_08375,CIW80_00530
ECOLIN_08380,CIW80_00535
ECOLIN_08385,CIW80_00545
ECOLIN_08390,CIW80_00555
ECOLIN_08395,CIW80_00565
ECOLIN_08400,CIW80_00570
ECOLIN_08405,CIW80_00575
ECOLIN_08410,CIW80_00580
ECOLIN_08415,CIW80_00590
ECOLIN_08420,CIW80_00595
ECOLIN_08425,CIW80_00600
ECOLIN_08430,CIW80_00605
ECOLIN_08435,CIW80_00610
ECOLIN_08440,CIW80_00615
ECOLIN_08445,CIW80_00620
ECOLIN_08450,CIW80_00625
ECOLIN_08455,CIW80_00630
ECOLIN_08460,CIW80_00635
ECOLIN_08465,CIW80_00640
ECOLIN_08470,CIW80_00645
ECOLIN_08475,CIW80_00650
ECOLIN_08480,CIW80_00655
ECOLIN_08485,None
ECOLIN_08490,CIW80_00660
ECOLIN_08500,CIW80_00675
ECOLIN_08505,CIW80_00685
ECOLIN_08510,CIW80_00690
