ID,Name,Charge,Compartment,Elements,Formula,Formula weight,Reactions,Annotation
sq_e,Sulphoquinovose,-1,e,"{'C': 6, 'H': 11, 'O': 8, 'S': 1}",C6H11O8S,243.21174,frozenset({<Reaction EX_sq_e at 0x16b2950be08>}),"{'bigg.metabolite': ['sq'], 'sbo': 'SBO:0000247'}"
dsbdox_c,Fused thiol:disulfide interchange protein (oxidized),0,c,{'X': 1},X,,"frozenset({<Reaction DSBDR at 0x16b28fe2d08>, <Reaction TDSR1 at 0x16b28feb208>, <Reaction TDSR2 at 0x16b290a8ec8>})","{'bigg.metabolite': ['dsbdox'], 'metanetx.chemical': ['MNXM97001'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15450']}"
acser_c,O-Acetyl-L-serine,0,c,"{'C': 5, 'H': 9, 'N': 1, 'O': 4}",C5H9NO4,147.12926,"frozenset({<Reaction ACSERtpp at 0x16b28b13cc8>, <Reaction SLCYSS at 0x16b29684cc8>, <Reaction CYSS at 0x16b2803bfc8>, <Reaction SERAT at 0x16b28039d48>})","{'Human Metabolome Database': ['HMDB03011'], 'bigg.metabolite': ['acser'], 'biocyc': ['META:ACETYLSERINE'], 'chebi': ['CHEBI:7668'], 'hmdb': ['HMDB03011'], 'inchi_key': ['VZXPDPZARILFQX-BYPYZUCNSA-N'], 'inchikey': ['VZXPDPZARILFQX-BYPYZUCNSA-N'], 'kegg.compound': ['C00979'], 'metanetx.chemical': ['MNXM418'], 'reactome': ['R-ALL-936709'], 'reactome.compound': ['936709'], 'sabiork': ['2202'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00722']}"
progly_e,L-Prolinylglycine,0,e,"{'C': 7, 'H': 12, 'N': 2, 'O': 3}",C7H12N2O3,172.18178,"frozenset({<Reaction PROGLYtex at 0x16b28e79c48>, <Reaction EX_progly_e at 0x16b28e7b148>})","{'bigg.metabolite': ['progly'], 'biocyc': ['META:CPD0-2182'], 'chebi': ['CHEBI:73594'], 'inchi_key': ['RNKSNIBMTUYWSH-YFKPBYRVSA-N'], 'inchikey': ['RNKSNIBMTUYWSH-YFKPBYRVSA-N'], 'metanetx.chemical': ['MNXM7481'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd15551']}"
5phdt_c,Phenylhydantoin,0,c,"{'C': 9, 'H': 8, 'N': 2, 'O': 2}",C9H8N2O2,176.17201999999997,frozenset({<Reaction PHDA at 0x16b2943a888>}),"{'bigg.metabolite': ['5phdt'], 'sbo': 'SBO:0000247'}"
lys__L_c,L-Lysine,1,c,"{'C': 6, 'H': 15, 'N': 2, 'O': 2}",C6H15N2O2,147.1955,"frozenset({<Reaction BIOMASS_Ec_iML1515_core_75p37M at 0x16b2952be08>, <Reaction DAPDC at 0x16b28054848>, <Reaction LYSAM at 0x16b27ca0848>, <Reaction BIOMASS_Ec_iML1515_WT_75p37M at 0x16b29555648>, <Reaction BIOMASS_EcN_iHM1533_core_59p80M at 0x16b299afa88>, <Reaction ARBTNS1 at 0x16b29a13088>, <Reaction LYSTRS at 0x16b296af8c8>, <Reaction LYSDC at 0x16b288fb308>, <Reaction CADVtpp at 0x16b2844f348>, <Reaction LYSt3pp at 0x16b2911b348>, <Reaction LYSt2pp at 0x16b29187948>, <Reaction LYSabcpp at 0x16b2889bf88>})","{'Human Metabolome Database': ['HMDB62809'], 'bigg.metabolite': ['lys__L'], 'biocyc': ['META:LYS'], 'chebi': ['CHEBI:6264'], 'hmdb': ['HMDB03405', 'HMDB00182', 'HMDB62809'], 'inchi_key': ['KDXKERNSBIXSRK-YFKPBYRVSA-O'], 'inchikey': ['KDXKERNSBIXSRK-YFKPBYRVSA-O'], 'kegg.compound': ['C16440'], 'kegg.drug': ['D02304'], 'metanetx.chemical': ['MNXM78'], 'reactome': ['R-ALL-351991'], 'reactome.compound': ['29444', '351979', '351991'], 'sabiork': ['22945', '79'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd19182']}"
adpglc_c,ADPglucose C16H23N5O15P2,-2,c,"{'C': 16, 'H': 23, 'N': 5, 'O': 15, 'P': 2}",C16H23N5O15P2,587.3258420000001,"frozenset({<Reaction GLGC at 0x16b26c89408>, <Reaction GLCS1 at 0x16b27d1f348>})","{'Human Metabolome Database': ['HMDB62621'], 'bigg.metabolite': ['adpglc'], 'biocyc': ['META:ADP-D-GLUCOSE'], 'chebi': ['CHEBI:57498'], 'hmdb': ['HMDB62621', 'HMDB06557', 'HMDB12186'], 'inchi_key': ['WFPZSXYXPSUOPY-ROYWQJLOSA-L'], 'inchikey': ['WFPZSXYXPSUOPY-ROYWQJLOSA-L'], 'kegg.compound': ['C00498'], 'kegg.glycan': ['G11109'], 'metanetx.chemical': ['MNXM561'], 'sabiork': ['3922'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00387']}"
ogmeACP_c,3-Oxo-glutaryl-[acyl-carrier protein] methyl ester,-1,c,"{'C': 17, 'H': 27, 'N': 2, 'O': 11, 'P': 1, 'R': 1, 'S': 1}",C17H27N2O11PRS,,"frozenset({<Reaction OGMEACPS at 0x16b291f5888>, <Reaction OGMEACPR at 0x16b291fa748>})","{'bigg.metabolite': ['ogmeACP'], 'metanetx.chemical': ['MNXM147799'], 'sbo': 'SBO:0000247'}"
hpmeACP_c,3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester,-1,c,"{'C': 19, 'H': 33, 'N': 2, 'O': 11, 'P': 1, 'R': 1, 'S': 1}",C19H33N2O11PRS,,"frozenset({<Reaction OPMEACPR at 0x16b29290508>, <Reaction OPMEACPD at 0x16b2925dfc8>})","{'bigg.metabolite': ['hpmeACP'], 'biocyc': ['META:3-hydroxypimeloyl-ACP-methyl-esters'], 'kegg.compound': ['C20377'], 'metanetx.chemical': ['MNXM10038'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd22065']}"
dudp_c,DUDP C9H11N2O11P2,-3,c,"{'C': 9, 'H': 11, 'N': 2, 'O': 11, 'P': 2}",C9H11N2O11P2,385.13796199999996,"frozenset({<Reaction NDPK6 at 0x16b26c1ab08>, <Reaction RNDR4b at 0x16b2854b088>, <Reaction RNDR4 at 0x16b27c90408>, <Reaction URIDK2r at 0x16b29752c88>})","{'Human Metabolome Database': ['HMDB01000'], 'bigg.metabolite': ['dudp'], 'biocyc': ['META:DUDP'], 'chebi': ['CHEBI:60471'], 'hmdb': ['HMDB01000'], 'inchi_key': ['QHWZTVCCBMIIKE-SHYZEUOFSA-K'], 'inchikey': ['QHWZTVCCBMIIKE-SHYZEUOFSA-K'], 'kegg.compound': ['C01346'], 'metanetx.chemical': ['MNXM572'], 'sabiork': ['1714'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00978']}"
2shchc_c,"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate",-2,c,"{'C': 11, 'H': 10, 'O': 6}",C11H10O6,238.1935,"frozenset({<Reaction SHCHCS3 at 0x16b2934ddc8>, <Reaction SUCBZS at 0x16b27d0fb48>})","{'bigg.metabolite': ['2shchc'], 'biocyc': ['META:CPD-9923'], 'chebi': ['CHEBI:58689'], 'inchi_key': ['QJYRAJSESKVEAE-PSASIEDQSA-L'], 'inchikey': ['QJYRAJSESKVEAE-PSASIEDQSA-L'], 'kegg.compound': ['C05817'], 'metanetx.chemical': ['MNXM1249'], 'sabiork': ['8173'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd03451']}"
4ppan_c,D-4'-Phosphopantothenate,-3,c,"{'C': 9, 'H': 15, 'N': 1, 'O': 8, 'P': 1}",C9H15NO8P,296.19106100000005,"frozenset({<Reaction PNTK at 0x16b27ec4e88>, <Reaction PPNCL2 at 0x16b280b7a48>})","{'Human Metabolome Database': ['HMDB62700'], 'bigg.metabolite': ['4ppan'], 'biocyc': ['META:4-P-PANTOTHENATE'], 'chebi': ['CHEBI:4082'], 'hmdb': ['HMDB01016', 'HMDB62700'], 'inchi_key': ['XHFVGHPGDLDEQO-ZETCQYMHSA-K'], 'inchikey': ['XHFVGHPGDLDEQO-ZETCQYMHSA-K'], 'kegg.compound': ['C03492'], 'metanetx.chemical': ['MNXM415'], 'reactome': ['R-ALL-196786'], 'reactome.compound': ['196786'], 'sabiork': ['6663'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd02201']}"
sufse_c,SufSE sulfur acceptor complex,0,c,"{'H': 1, 'S': 1, 'R': 1}",HSR,,"frozenset({<Reaction S2FE2SR at 0x16b2920d908>, <Reaction SCYSDS at 0x16b29270208>, <Reaction S2FE2SS at 0x16b29278b08>, <Reaction S2FE2SS2 at 0x16b29311d88>})","{'bigg.metabolite': ['sufse'], 'metanetx.chemical': ['MNXM147309'], 'sbo': 'SBO:0000247'}"
dxyl5p_c,1-deoxy-D-xylulose 5-phosphate,-2,c,"{'C': 5, 'H': 9, 'O': 7, 'P': 1}",C5H9O7P,212.09452100000001,"frozenset({<Reaction THZPSN3 at 0x16b294d1a08>, <Reaction PDX5PS at 0x16b280a17c8>, <Reaction DXYLK at 0x16b28089648>, <Reaction DXPS at 0x16b27d76148>, <Reaction DXPRIi at 0x16b27de9988>, <Reaction THZPSN at 0x16b296966c8>})","{'Human Metabolome Database': ['HMDB01213'], 'bigg.metabolite': ['dxyl5p'], 'biocyc': ['META:DEOXYXYLULOSE-5P'], 'chebi': ['CHEBI:622'], 'hmdb': ['HMDB01213'], 'inchi_key': ['AJPADPZSRRUGHI-RFZPGFLSSA-L'], 'inchikey': ['AJPADPZSRRUGHI-RFZPGFLSSA-L'], 'kegg.compound': ['C11437'], 'metanetx.chemical': ['MNXM622'], 'sabiork': ['13504'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd08289']}"
cs1_p,Cesium ion,1,p,{'Cs': 1},Cs,132.90545,frozenset({<Reaction CS1tex at 0x16b295109c8>}),"{'bigg.metabolite': ['cs1'], 'sbo': 'SBO:0000247'}"
23dhb_c,"2,3-Dihydroxybenzoate",-1,c,"{'C': 7, 'H': 5, 'O': 4}",C7H5O4,153.1122,"frozenset({<Reaction DHBS at 0x16b28d36c08>, <Reaction DHBD at 0x16b27d11748>, <Reaction DHBSH at 0x16b28433448>})","{'Human Metabolome Database': ['HMDB00397'], 'bigg.metabolite': ['23dhb'], 'biocyc': ['META:2-3-DIHYDROXYBENZOATE'], 'chebi': ['CHEBI:885'], 'envipath': ['650babc9-9d68-4b73-9332-11972ca26f7b/compound/efc375bb-aac8-4002-93c2-2123606e76d8', '32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/f0dc57d7-63a2-4aea-8fcc-0c111e8cc0f1'], 'hmdb': ['HMDB00397'], 'inchi_key': ['GLDQAMYCGOIJDV-UHFFFAOYSA-M'], 'inchikey': ['GLDQAMYCGOIJDV-UHFFFAOYSA-M'], 'kegg.compound': ['C00196'], 'metanetx.chemical': ['MNXM455'], 'sabiork': ['1970'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd00168']}"
man_e,D-Mannose,0,e,"{'C': 6, 'H': 12, 'O': 6}",C6H12O6,180.15588,"frozenset({<Reaction EX_man_e at 0x16b27bfb1c8>, <Reaction MANtex at 0x16b284000c8>})","{'Human Metabolome Database': ['HMDB00169'], 'bigg.metabolite': ['man'], 'biocyc': ['META:D-mannopyranose'], 'chebi': ['CHEBI:4208'], 'envipath': ['32de3cf4-e3e6-4168-956e-32fa5ddb0ce1/compound/c5f931e8-e7f7-4b73-bed6-48662796fe18'], 'hmdb': ['HMDB00169'], 'inchi_key': ['WQZGKKKJIJFFOK-QTVWNMPRSA-N'], 'inchikey': ['WQZGKKKJIJFFOK-QTVWNMPRSA-N'], 'kegg.compound': ['C00159'], 'metanetx.chemical': ['MNXM182'], 'reactome': ['R-ALL-964752'], 'reactome.compound': ['964752', '6799594', '429579'], 'sabiork': ['1656'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd27437']}"
2mecdp_c,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate",-2,c,"{'C': 5, 'H': 10, 'O': 9, 'P': 2}",C5H10O9P2,276.075022,"frozenset({<Reaction MECDPS at 0x16b27d85408>, <Reaction MECDPDH5 at 0x16b292af0c8>, <Reaction MECDPDH2 at 0x16b29696648>})","{'bigg.metabolite': ['2mecdp'], 'biocyc': ['META:2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE'], 'chebi': ['CHEBI:58483'], 'inchi_key': ['SFRQRNJMIIUYDI-UHNVWZDZSA-L'], 'inchikey': ['SFRQRNJMIIUYDI-UHNVWZDZSA-L'], 'kegg.compound': ['C11453'], 'metanetx.chemical': ['MNXM1168'], 'sbo': 'SBO:0000247', 'seed.compound': ['cpd08301']}"
