,CU651637,CP001855,CP002167,CP000468,CP000946,CP000819,CP001665,AM946981,CP001509,CP001396,CP001637,AP012030,CU928162,CP000802,CU928160,CP002516,AP009240,AP009378,CP000948,U00096,AP009048,CP002185,CP002967,FN554766,CU928145,AP010958,AP010960,CP001164,AE005174,BA000007,CP001368,AP010953,CP001846,CP000970,FM180568,CP000800,FN649414,CP002729,CP001969,CU928161,CP000247,CP001671,AE014075,CU928164,CP002797,CU928163,CP000243,CP001063,CP000036,CP000034,CP001383,AE014073,AE005674,CP000266,CP000038
CIW80_06375,99.036,99.036,95.646,94.489,35.533,35.533,43.172,43.172,43.172,34.735,45.5,45.5,94.825,35.533,35.533,35.533,40.356,89.807,45.5,45.5,45.5,0.0,35.533,97.962,35.279,38.636,34.689,35.533,39.645,39.941,39.941,35.533,39.941,89.39399999999998,73.027,38.009,35.533,46.667,95.646,94.562,96.556,100.0,100.0,89.402,89.807,97.962,95.705,31.91,32.338,43.6,32.135,32.587,32.587,32.587,32.587
CIW80_06380,100.0,100.0,100.0,0.0,65.278,63.889,63.889,63.889,63.889,63.889,63.889,63.889,98.611,65.278,63.889,65.278,65.278,97.222,63.889,63.889,63.889,65.278,65.278,95.833,63.889,63.889,63.889,65.278,0.0,65.278,65.278,63.889,65.278,87.5,0.0,63.889,63.889,63.889,100.0,100.0,100.0,100.0,100.0,100.0,97.222,97.222,100.0,63.889,63.889,65.278,63.889,63.889,63.889,63.889,63.889
CIW80_06385,99.796,99.796,99.796,99.796,99.593,99.593,99.593,99.593,99.593,99.593,99.593,99.593,99.796,99.593,99.593,99.593,99.593,100.0,99.593,99.593,99.593,99.593,99.593,99.796,99.593,99.593,99.593,99.593,99.593,99.593,99.593,99.593,99.593,99.796,99.796,99.593,99.593,99.593,99.796,99.796,100.0,100.0,100.0,100.0,100.0,99.796,99.796,99.389,99.185,99.389,99.389,99.389,99.185,99.389,99.185
CIW80_06390,100.0,100.0,100.0,100.0,99.237,99.237,99.237,99.237,99.237,98.982,98.982,98.982,100.0,99.237,98.982,98.982,98.982,99.746,98.982,98.982,98.982,98.982,98.982,99.237,98.982,98.982,98.982,98.982,98.982,98.982,98.982,98.982,99.237,99.746,99.746,99.237,99.237,99.237,100.0,100.0,99.746,100.0,100.0,99.746,99.746,99.237,100.0,98.728,98.982,99.237,98.982,98.982,98.982,98.728,99.237
CIW80_06395,100.0,100.0,100.0,100.0,99.517,99.517,99.517,99.517,99.517,99.517,99.517,99.517,100.0,99.517,99.517,99.517,99.517,100.0,99.517,99.517,99.517,99.517,99.517,99.517,99.517,99.517,99.517,99.034,98.551,99.034,99.034,99.517,99.517,99.517,99.034,99.517,99.517,99.517,100.0,100.0,99.034,100.0,100.0,99.034,100.0,99.517,100.0,99.517,98.551,99.517,98.551,98.551,98.551,99.034,99.034
CIW80_06400,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.529,99.765,100.0,100.0,100.0,100.0,100.0,100.0,99.765,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.765,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.765,99.765,100.0,99.294,99.059,99.294,99.529,99.529,99.529,99.277,99.765
CIW80_06405,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.732,99.732,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.732,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.732,99.732,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.732,100.0,99.196,99.732,99.464,99.462,99.462,99.462,99.462,99.732
CIW80_06410,98.516,98.516,100.0,100.0,94.675,94.675,94.675,94.675,94.675,94.379,94.379,94.379,99.702,94.675,95.266,95.266,94.675,99.702,94.379,94.379,94.379,95.266,95.266,94.97,95.266,95.266,94.97,94.379,92.604,94.379,94.379,95.266,94.379,97.923,100.0,94.379,94.675,94.675,100.0,100.0,99.702,100.0,99.702,98.516,99.702,94.97,100.0,94.675,94.379,94.379,94.675,94.675,94.675,94.675,94.675
CIW80_06415,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.481,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.481,99.481,98.701,99.481,99.481,99.74,99.481,99.74,99.74,99.74,99.74,99.74,99.74,99.74,99.74,100.0,100.0,99.74,99.74,99.481,99.74,99.74,99.74,99.74,99.413,99.221,99.221,99.221,99.74
CIW80_06420,100.0,100.0,100.0,100.0,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,100.0,99.306,99.306,99.306,99.306,99.306,0.0,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,100.0,99.306,99.306,99.306,99.306,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.306,100.0,99.306,99.306,99.306,94.286,99.306,99.306,99.306,99.306
CIW80_06425,99.481,99.481,35.95,99.87,98.054,97.925,97.925,97.925,97.925,98.054,98.054,98.054,99.741,97.925,98.184,98.054,97.925,99.351,98.054,98.054,98.054,98.054,98.054,98.703,98.184,98.054,98.054,97.665,97.94,97.665,97.665,97.925,97.665,98.444,99.741,97.925,97.925,98.184,99.87,99.87,99.611,99.87,100.0,98.184,99.481,98.184,99.87,97.665,97.276,35.95,97.0,35.95,97.0,94.0,97.536
CIW80_06430,99.577,99.516,99.456,99.456,98.186,98.126,98.126,98.126,98.126,98.005,98.005,98.005,99.758,98.186,97.944,97.884,97.461,99.456,98.005,98.005,98.005,97.884,97.884,98.186,98.005,98.065,97.944,98.247,98.247,98.247,98.247,97.944,98.126,98.368,99.093,97.884,98.126,98.126,99.456,99.456,99.456,100.0,100.0,98.126,99.456,98.005,99.456,97.823,97.703,0.0,0.0,0.0,0.0,0.0,97.823
CIW80_06435,98.936,98.936,98.936,98.936,99.645,99.645,99.645,99.645,99.645,99.645,99.645,99.645,98.936,99.291,99.645,99.645,99.291,98.936,99.645,99.645,99.645,99.645,99.645,99.645,99.291,99.645,99.645,99.645,99.645,99.645,99.645,99.645,99.645,99.291,99.291,99.645,98.936,99.645,98.936,98.936,98.936,100.0,100.0,99.291,98.936,99.645,98.936,98.936,99.291,98.936,99.225,0.0,99.379,0.0,99.645
CIW80_06440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW80_06445,97.683,97.683,98.069,98.069,97.297,97.297,97.297,97.297,97.297,97.297,97.297,97.297,98.069,97.297,96.525,96.911,96.911,97.683,97.297,97.297,97.297,96.911,96.911,98.069,96.911,96.911,96.911,97.297,96.818,97.297,97.297,96.525,97.297,97.297,97.297,96.139,97.297,97.297,98.069,98.069,98.069,99.614,100.0,97.297,97.683,98.069,98.069,96.525,96.525,97.683,97.297,97.297,97.297,97.297,96.911
CIW80_06450,100.0,100.0,99.766,99.766,99.065,99.065,99.065,99.065,99.065,98.832,98.832,98.832,100.0,99.065,98.832,98.832,98.832,98.131,98.832,98.832,98.832,98.832,98.832,98.832,98.832,99.065,98.832,98.598,98.598,98.598,98.598,98.832,98.598,98.832,100.0,99.065,98.832,99.065,99.766,99.766,100.0,100.0,100.0,98.364,98.131,98.832,99.766,98.598,98.598,98.598,98.364,98.364,98.364,98.598,98.832
CIW80_06455,100.0,100.0,97.015,0.0,97.015,97.015,97.015,97.015,97.015,97.015,97.015,97.015,100.0,97.015,97.015,95.522,97.015,100.0,97.015,97.015,97.015,95.522,95.522,97.015,97.015,97.015,97.015,97.015,97.015,97.015,97.015,97.015,97.015,98.507,98.507,97.015,97.015,97.015,97.015,97.015,97.015,100.0,100.0,97.015,100.0,97.015,97.015,97.015,97.015,97.015,97.015,97.015,97.015,97.015,97.015
CIW80_06460,99.107,99.107,99.107,99.107,98.214,98.214,98.214,98.214,98.214,98.214,98.214,98.214,99.107,98.214,98.214,98.214,98.214,99.107,98.214,98.214,98.214,98.214,98.214,99.107,98.214,98.214,98.214,98.214,98.214,98.214,98.214,98.214,98.214,98.214,100.0,97.321,97.321,98.214,99.107,99.107,99.107,100.0,100.0,98.214,99.107,99.107,99.107,98.214,98.214,97.321,98.214,98.214,98.214,98.214,98.214
CIW80_06465,99.676,99.676,99.838,99.838,99.838,99.676,99.676,99.676,99.676,99.838,99.838,99.838,99.838,99.838,99.838,99.838,99.838,99.838,99.838,99.838,99.838,99.838,99.838,99.352,99.838,99.676,99.838,99.838,99.676,99.838,99.838,99.838,99.514,99.838,100.0,99.676,99.838,99.838,99.838,99.838,99.838,100.0,99.838,99.352,99.838,99.352,99.838,99.514,99.514,99.838,99.352,99.352,99.352,99.352,99.838
CIW80_06470,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.419,99.419,99.419,100.0,100.0,100.0,100.0,99.419,99.419,100.0,99.419,99.419,99.419,100.0,98.837,100.0,100.0,99.419,100.0,99.419,100.0,99.419,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.419,98.837,98.837,98.837,98.837,98.837
CIW80_06475,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CIW80_06480,99.225,99.225,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.225,99.225,100.0,100.0,100.0,100.0,100.0,100.0
CIW80_06485,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.753,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CIW80_06490,100.0,100.0,100.0,100.0,99.387,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.387,99.387,100.0,99.387,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.387,100.0,100.0,100.0,100.0,99.387,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.387
CIW80_06495,100.0,100.0,100.0,100.0,99.595,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.595,100.0,100.0,100.0,100.0,100.0,99.595,100.0,100.0,99.592,100.0,100.0,100.0,100.0,99.592,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.595,100.0,100.0,99.595,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CIW80_06500,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.878,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.627,100.0,100.0,100.0,100.0,100.0,100.0,99.627,100.0,99.254,99.254,99.254,99.254,99.254,99.627
CIW80_06505,99.298,99.298,99.298,99.298,98.596,98.596,98.596,98.596,98.596,98.596,98.596,98.596,99.298,98.596,98.596,98.596,98.596,98.947,98.596,98.596,98.596,98.596,98.596,97.544,98.596,98.596,98.596,98.246,98.246,98.246,98.246,98.596,98.246,98.596,98.947,98.596,98.596,97.895,99.298,99.298,98.947,100.0,100.0,98.596,98.947,97.544,99.298,97.895,98.246,98.246,97.895,97.895,97.895,97.895,98.246
CIW80_06510,99.063,99.063,23.504,100.0,98.595,98.595,98.595,98.595,98.595,98.829,98.829,98.829,100.0,0.0,98.829,99.063,98.595,99.297,98.829,98.829,98.829,99.063,99.063,99.063,99.063,99.063,98.829,98.829,98.829,98.829,98.829,98.829,98.829,99.532,99.532,99.063,98.595,98.829,99.766,100.0,99.297,100.0,99.766,99.532,99.297,99.063,99.766,97.917,99.063,98.361,98.361,98.361,98.361,98.126,99.063
CIW80_06515,99.737,99.737,99.737,99.737,99.474,99.211,99.211,99.211,99.211,99.474,99.474,99.474,99.737,99.211,98.947,99.474,99.211,99.737,99.474,99.474,99.474,99.474,99.474,99.211,99.474,99.474,99.474,99.211,99.211,99.211,99.211,99.474,99.211,98.421,99.474,99.474,99.211,99.474,99.737,99.737,99.737,99.474,100.0,98.421,99.737,99.474,99.737,98.158,98.158,98.158,98.512,98.684,98.684,98.684,99.211
CIW80_06520,100.0,100.0,100.0,100.0,97.872,97.872,97.872,97.872,97.872,97.872,97.872,97.872,100.0,97.872,97.163,97.872,97.872,99.291,97.872,97.872,97.872,97.872,97.872,98.582,97.163,100.0,97.872,98.582,98.582,98.582,98.582,97.872,98.582,98.582,99.291,97.872,97.872,97.872,100.0,100.0,97.872,100.0,100.0,98.582,99.291,98.582,100.0,41.732,97.163,41.732,32.283,97.872,97.872,97.222,41.732
CIW80_06525,98.969,98.969,95.533,95.533,95.876,96.22,96.22,96.22,96.22,96.22,96.22,96.22,95.533,96.22,96.564,96.564,96.22,98.282,96.22,96.22,96.22,96.564,96.564,95.876,96.22,96.907,96.22,95.876,95.876,95.876,95.876,96.22,95.876,97.251,96.907,96.22,96.22,95.876,95.533,95.533,97.938,99.656,100.0,98.282,98.282,95.876,95.533,26.616,96.564,30.488000000000003,96.22,96.22,95.876,96.564,96.564
CIW80_06530,99.153,99.153,99.435,99.435,99.153,98.87,98.87,98.87,98.87,99.435,99.435,99.435,99.435,99.153,99.153,99.153,99.153,99.435,99.435,99.435,99.435,99.153,99.153,99.153,98.588,99.153,98.87,32.967,98.921,98.588,32.967,98.87,99.435,99.435,99.153,98.87,98.87,99.153,99.435,99.435,99.435,100.0,100.0,99.153,99.435,99.153,99.435,31.105,98.87,31.373,98.305,98.305,98.023,98.588,99.153
CIW80_06535,100.0,100.0,99.7,99.7,98.799,98.498,98.498,98.498,98.498,98.498,98.498,98.498,99.7,98.799,99.099,98.799,99.099,99.399,98.498,98.498,98.498,98.799,98.799,99.099,98.198,98.198,98.799,98.799,98.799,98.799,98.799,98.799,99.099,99.7,99.7,98.498,98.498,98.498,99.7,99.7,99.7,100.0,100.0,99.7,99.399,99.099,99.7,41.304,98.498,39.801,98.799,98.799,98.799,98.799,99.099
CIW80_06540,99.603,99.603,99.405,99.405,99.405,99.206,99.206,99.206,99.206,99.405,99.405,99.405,99.405,99.603,99.603,99.206,99.405,99.202,99.405,99.405,99.405,99.206,99.206,99.603,99.405,99.802,99.008,98.81,98.81,98.81,98.81,99.206,99.008,99.008,99.603,99.603,99.333,99.206,99.405,99.405,99.603,100.0,100.0,99.405,99.202,99.603,99.405,37.061,99.802,35.684,99.206,99.206,99.206,99.206,99.802
CIW80_06545,100.0,100.0,99.085,99.085,98.476,98.476,98.476,98.476,98.476,97.866,97.866,97.866,99.39,99.048,97.561,97.866,98.78,99.695,97.866,97.866,97.866,97.866,97.866,98.78,98.171,98.476,98.936,98.476,97.256,98.476,98.476,98.171,98.476,98.476,99.39,98.73,98.476,98.476,99.085,99.085,99.39,100.0,100.0,98.476,99.695,98.78,99.085,26.471,98.936,25.373,25.373,25.373,97.917,98.476,97.561
CIW80_06550,99.086,99.086,98.263,98.355,97.623,97.989,97.989,97.989,97.989,97.715,97.715,97.715,98.537,97.623,97.715,97.715,97.898,98.537,97.715,97.715,97.715,97.715,97.715,97.349,97.715,97.715,99.694,97.349,97.166,97.349,97.349,97.898,97.532,97.532,99.177,97.715,97.989,97.715,98.355,98.355,98.446,100.0,100.0,97.623,98.537,97.349,98.355,0.0,97.623,97.411,0.0,0.0,97.485,0.0,0.0
CIW80_06555,99.497,99.497,99.749,99.749,98.241,98.744,98.744,98.744,98.744,98.744,98.744,98.744,99.497,98.492,98.995,99.246,98.744,99.246,98.744,98.744,98.744,99.246,99.246,98.744,98.744,98.995,98.995,98.744,98.744,98.744,98.744,98.995,98.744,99.246,98.744,99.246,99.246,98.492,99.749,99.749,98.995,100.0,100.0,99.246,99.246,98.744,99.749,31.776,99.246,97.739,98.241,98.241,98.241,98.492,31.776
CIW80_06560,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.761,100.0,100.0,100.0,99.761,99.761,99.761,99.761,100.0,99.522,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.761,100.0,100.0,100.0,99.761,100.0,100.0,100.0,100.0,99.761
CIW80_06565,100.0,100.0,99.748,99.748,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.496,99.244,98.992,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.244,99.496,99.496,99.496,99.496,99.244,99.496,98.992,99.748,99.244,99.244,99.244,99.748,99.748,99.496,100.0,100.0,98.992,99.244,98.992,99.748,98.992,98.489,99.244,98.741,98.741,98.741,98.741,98.992
CIW80_06570,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.115,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.115,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.115,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CIW80_06575,99.551,99.551,100.0,100.0,99.326,99.326,99.326,99.326,99.326,99.326,99.326,99.326,99.551,99.551,99.551,99.551,99.551,99.551,99.326,99.326,99.326,99.551,99.551,99.551,99.551,99.551,99.551,99.326,99.326,99.326,99.326,99.551,99.326,99.551,99.551,99.551,99.551,99.101,99.775,100.0,99.551,100.0,100.0,99.775,99.326,99.551,99.775,99.326,99.326,99.101,98.876,98.876,98.876,98.876,99.326
CIW80_06580,100.0,100.0,100.0,100.0,98.319,98.319,98.319,98.319,98.319,98.319,98.319,98.319,99.58,97.899,97.479,97.899,97.479,99.58,98.319,98.319,98.319,97.899,97.899,98.319,97.899,98.319,97.899,98.113,98.319,98.319,98.319,97.899,98.319,99.16,99.16,97.899,98.319,98.319,100.0,100.0,99.58,100.0,100.0,99.16,99.58,97.899,100.0,98.319,98.319,97.479,98.319,98.319,98.319,98.319,97.899
CIW80_06585,100.0,100.0,99.79,100.0,99.79,100.0,100.0,100.0,100.0,99.79,99.783,99.783,100.0,99.58,99.79,100.0,99.79,99.79,99.79,99.79,99.79,100.0,100.0,99.58,100.0,99.79,100.0,99.79,99.79,99.783,99.79,99.79,99.79,100.0,100.0,100.0,99.79,99.79,100.0,99.79,100.0,100.0,100.0,99.37,99.79,99.58,99.79,99.79,99.79,100.0,99.58,99.58,99.58,99.58,99.79
CIW80_06590,99.846,99.846,99.614,99.614,99.46,99.151,99.151,99.151,99.151,99.383,99.383,99.383,99.691,99.151,98.843,98.997,99.46,99.46,99.383,99.383,99.383,98.997,98.996,99.151,99.228,98.92,99.151,99.537,99.46,99.537,99.537,99.151,99.537,99.074,99.769,99.306,99.306,99.382,99.614,99.614,99.691,99.923,100.0,99.151,99.46,99.306,99.614,98.997,98.92,99.383,98.843,98.843,98.843,98.843,99.228
CIW80_06595,97.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
CIW80_06600,99.422,99.422,99.615,99.577,99.422,0.0,99.014,99.014,0.0,99.422,99.422,99.422,99.154,99.422,99.577,99.422,99.577,99.615,99.366,99.422,99.366,99.422,99.422,99.422,99.366,99.366,99.366,99.229,99.154,99.229,99.229,99.366,99.422,99.229,99.577,99.577,99.366,99.422,99.577,99.366,99.615,100.0,100.0,99.154,99.615,99.366,99.615,99.229,99.154,98.52,99.422,99.366,99.366,98.943,99.154
CIW80_06605,99.441,100.0,99.441,99.441,98.81,98.883,99.405,99.405,98.883,99.405,99.405,98.883,99.441,98.883,98.883,99.405,98.883,98.883,99.405,99.405,98.883,99.405,99.405,98.883,98.883,98.81,99.405,100.0,99.441,100.0,100.0,99.405,99.441,99.405,100.0,98.324,98.883,99.405,99.441,99.441,99.441,100.0,100.0,98.883,98.883,98.883,99.441,98.883,98.883,99.441,98.883,98.883,98.883,98.81,98.324
CIW80_06610,99.528,99.528,99.528,0.0,98.585,98.429,98.585,98.585,98.585,98.585,98.585,98.585,99.528,98.585,98.585,98.585,98.585,99.528,98.585,98.585,98.585,98.585,98.585,98.585,98.113,98.585,98.585,99.057,98.953,99.057,99.057,98.585,99.057,99.528,100.0,98.585,98.585,98.585,99.528,99.528,99.528,100.0,100.0,99.528,99.528,99.528,99.528,98.585,97.906,98.953,98.585,98.429,98.429,98.529,98.429
CIW80_06615,99.293,99.293,99.293,99.293,99.293,99.647,99.647,99.647,99.647,99.647,99.647,99.647,99.293,99.647,99.293,99.647,99.647,100.0,99.647,99.647,99.647,99.647,99.647,100.0,99.647,98.94,99.647,99.647,99.647,99.647,99.647,99.647,99.647,99.647,99.647,98.94,99.293,99.647,99.293,99.293,99.293,100.0,100.0,100.0,100.0,99.647,99.293,99.647,99.647,98.587,99.293,99.293,99.293,99.293,99.647
CIW80_06620,100.0,100.0,100.0,100.0,97.701,97.701,97.701,97.701,97.701,97.701,97.701,97.701,100.0,98.851,95.402,97.701,97.701,100.0,97.701,97.701,97.701,97.701,97.701,95.402,97.701,95.402,97.701,98.851,98.851,98.851,98.851,97.701,96.552,98.851,100.0,97.701,95.402,96.774,100.0,100.0,100.0,100.0,100.0,98.851,100.0,98.851,100.0,97.701,97.701,96.552,95.402,95.402,95.402,31.25,95.402
CIW80_06625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.296,96.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW80_06630,0.0,0.0,0.0,0.0,0.0,0.0,92.727,0.0,92.157,0.0,0.0,0.0,100.0,92.157,90.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.727,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,92.727,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW80_06635,100.0,100.0,100.0,100.0,98.425,97.638,97.638,97.638,97.638,97.638,97.638,97.638,100.0,99.213,99.213,99.213,99.213,100.0,0.0,97.638,97.638,99.213,99.213,98.425,99.213,99.213,99.213,99.213,98.425,99.213,99.213,99.213,99.213,98.425,100.0,99.213,99.213,99.213,100.0,100.0,100.0,100.0,100.0,99.213,100.0,98.425,100.0,99.213,99.213,99.213,99.213,99.213,99.213,99.213,99.213
CIW80_06640,99.59,99.59,99.59,99.59,98.361,98.361,98.361,98.361,98.361,98.361,98.361,98.361,99.59,98.361,98.361,98.361,98.361,99.59,98.361,98.361,98.361,98.361,98.361,97.541,98.361,98.361,98.361,98.361,97.951,98.361,98.361,98.361,98.361,98.361,97.951,98.361,98.77,98.77,99.18,99.59,99.59,100.0,100.0,98.361,99.59,97.951,99.59,97.951,97.951,97.951,97.951,97.951,97.951,97.951,97.541
CIW80_06645,100.0,99.588,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.588,99.588,99.588,99.588,100.0,100.0,100.0,100.0,99.588,99.588,99.588,99.588,99.588,99.177,100.0,100.0,100.0,100.0,99.588,100.0,99.588,99.177,99.588,99.588,99.177,100.0,100.0,100.0,100.0,100.0,99.588,100.0,99.588,100.0,99.177,99.177,100.0,99.177,99.177,99.177,99.177,99.588
CIW80_06650,100.0,100.0,100.0,100.0,99.669,99.669,99.669,99.669,99.669,99.669,99.669,99.669,100.0,99.669,100.0,100.0,100.0,100.0,99.669,99.669,99.669,100.0,100.0,100.0,100.0,100.0,100.0,99.338,98.675,99.338,99.338,100.0,99.338,100.0,100.0,100.0,99.669,99.669,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.669,99.338,99.338,99.338,99.338,100.0
CIW80_06655,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CIW80_06660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.364,0.0,96.364,0.0,96.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIW80_06665,100.0,100.0,100.0,100.0,99.692,100.0,100.0,100.0,100.0,99.692,99.692,99.692,100.0,99.385,100.0,100.0,100.0,100.0,99.692,99.692,99.692,100.0,100.0,100.0,100.0,99.692,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.689,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.692,100.0,100.0,100.0,100.0,99.692
CIW80_06670,99.833,99.833,99.833,99.833,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.833,100.0,99.833,100.0,99.833,99.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.833,100.0,100.0,100.0,99.833,99.833,100.0,100.0,100.0,100.0,99.5,100.0,99.833,100.0,100.0,99.833,100.0,100.0,100.0,100.0,99.833
