ID,Name,Reaction Formula,Gene Rules,Subsystem,Essentiality,LB,UB,FVA_min,FVA_max
FDMO,FMNH2-dependent monooxygenase,fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c,CIW80_22690,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,0.0
FEOXAMabcpp,Ferroxamine transport via ABC system (periplasm),atp_c + feoxam_p + h2o_c --> adp_c + feoxam_c + h_c + pi_c,CIW80_18525 and CIW80_18530 and CIW80_18520,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,-6.644153296779142e-12
CBL1abcpp,Cob(1)alamin transport via ABC system (periplasm),atp_c + cbl1_p + h2o_c --> adp_c + cbl1_c + h_c + pi_c,CIW80_01425 and CIW80_18555 and CIW80_01435,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-6.228893715730483e-13
ACACt2pp,Acetoacetate transport via proton symport  (periplasm),acac_p + h_p <=> acac_c + h_c,CIW80_05070,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,0.0,0.0
ACGAptspp,N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm),acgam_p + pep_c --> acgam6p_c + pyr_c,(CIW80_05965 and CIW80_05970 and CIW80_05960 and CIW80_24115) or (CIW80_05960 and CIW80_05965 and CIW80_21370),"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
ACMANAptspp,N-acetyl-D-mannosamine transport via PTS  (periplasm),acmana_p + pep_c --> acmanap_c + pyr_c,CIW80_05960 and CIW80_01995 and CIW80_05965 and CIW80_01990 and CIW80_02000,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
ACNAMt2pp,N-acetylneuraminate proton symport (periplasm),acnam_p + h_p --> acnam_c + h_c,CIW80_10565,"Transport, Inner Membrane",Not essential,0.0,1000.0,-1.9956709764062792e-12,0.0
CHOLD,Choline dehydrogenase,chol_c + nad_c --> betald_c + h_c + nadh_c,CIW80_19740,Unassigned,Not essential,0.0,1000.0,0.0,0.0
DRPA,Deoxyribose-phosphate aldolase,2dr5p_c --> acald_c + g3p_c,CIW80_17560,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,-1.2457787431461245e-11
TKT2,Transketolase,e4p_c + xu5p__D_c <=> f6p_c + g3p_c,CIW80_08430 or CIW80_06165,Pentose Phosphate Pathway,Not essential,-1000.0,1000.0,-0.6482844955752842,1.6378247753930155
EX_ch4_e,EX ch4 LPAREN e RPAREN ,ch4_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-4.152595810486952e-12
FECRMabcpp,Ferrichrome transport via ABC system (periplasm),atp_c + fecrm_p + h2o_c --> adp_c + fecrm_c + h_c + pi_c,CIW80_18530 and CIW80_18525 and CIW80_18520,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,-6.644153296779148e-12
GAMtex,D-glucosamine transport via diffusion (extracellular to periplasm),gam_e <=> gam_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-5.425730467104568e-12,0.0
GBBTNtex,Gamma-butyrobetaine transport via diffusion (extracellular to periplasm),gbbtn_e <=> gbbtn_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
ARBt2rpp,L-arabinose transport via proton symport (periplasm),arab__L_p + h_p <=> arab__L_c + h_c,CIW80_08010,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-2.8937229157891065e-11,-2.491557486292179e-11
DAPabcpp,M-diaminopimelic acid ABC transport (periplasm),26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c,,"Transport, Inner Membrane",Not essential,0.0,1000.0,-4.3405843736836335e-12,0.0
CO2tpp,CO2 transporter via diffusion (periplasm),co2_p <=> co2_c,s0001,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-17.06733562996595,-12.49511708799932
DHAtpp,Dihydroxyacetone transport via facilitated diffusion (periplasm),dha_p <=> dha_c,,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-7.1370680589654945e-12,0.0
DMSOR1pp,Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm),dmso_p + mql8_c --> dms_p + h2o_p + mqn8_c,CIW80_02575 and CIW80_02580,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,0.0
ARGabcpp,L-arginine transport via ABC system (periplasm),arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c,(CIW80_05470 and CIW80_05460 and CIW80_05480 and CIW80_05465) or (CIW80_22330 and CIW80_22310 and CIW80_22325 and CIW80_22320 and CIW80_22315),"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-9.96622994516874e-12
ARGAGMt7pp,Arginine/agmatine antiport (periplasm),agm_c + arg__L_p <=> agm_p + arg__L_c,CIW80_15875,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-1000.0000000000026,1000.0
ASCBptspp,L-ascorbate transport via PEP:Pyr PTS (periplasm),ascb__L_p + pep_c --> ascb6p_c + pyr_c,CIW80_16300 and CIW80_16290 and CIW80_05960 and CIW80_05965 and CIW80_16295,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
ASNt2rpp,L-asparagine reversible transport via proton symport (periplasm),asn__L_p + h_p <=> asn__L_c + h_c,CIW80_00220,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-6.117772954894445e-12,0.0
ASPabcpp,L-aspartate transport via ABC system (periplasm),asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c,CIW80_21255 and CIW80_21245 and CIW80_21260 and CIW80_21250,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-1.5162331345346417e-11
ASPt2pp,L-aspartate transport in via proton symport (periplasm),asp__L_p + h_p --> asp__L_c + h_c,CIW80_15645,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-6.064932538138563e-11
ASPt2_2pp,Aspartate transport via proton symport (2 H) (periplasm),asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c,CIW80_12315,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-3.032466269069282e-11
ASPt2_3pp,L-asparate transport via proton symport (3 H) (periplasm),asp__L_p + 3.0 h_p --> asp__L_c + 3.0 h_c,CIW80_16010 or CIW80_15915,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-2.0216441793795202e-11
HIStex,L-histidine transport via diffusion (extracellular to periplasm),his__L_e <=> his__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-8.921752225887763e-13,0.0
HXAtex,Hexanoate transport via diffusion (extracellular to periplasm),hxa_e <=> hxa_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-5.353051335532591e-12,0.0
HYXNtex,Hypoxanthine transport via diffusion (extracellular to periplasm),hxan_e <=> hxan_p,CIW80_05020 or CIW80_19480 or CIW80_22660 or CIW80_25725,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-8.080077487596499e-13,0.0
IDONtex,L-idonate transport via diffusion (extracellular to periplasm),idon__L_e <=> idon__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
ILEtex,L-isoleucine transport via diffusion (extracellular to periplasm),ile__L_e <=> ile__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-1.7129764273703838e-12,0.0
INSTtex,Inositol transport via diffusion (extracellular to periplasm),inost_e <=> inost_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,1000.0
INStex,Inosine transport via diffusion (extracellular to periplasm),ins_e <=> ins_p,CIW80_20170,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-6.488547073372916e-13,0.0
Ktex,Potassium transport via diffusion (extracellular to periplasm),k_e <=> k_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Essential,-1000.0,1000.0,0.21886601315996224,0.21886601315993728
D_LACtex,D-lactate transport via diffusion (extracellular to periplasm),lac__D_e <=> lac__D_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-2.1412205342130396e-11,0.0
NTD8pp,5'-nucleotidase (dGMP),dgmp_p + h2o_p --> dgsn_p + pi_p,CIW80_15490 or CIW80_20545,Nucleotide Salvage Pathway,Not essential,0.0,1000.0,-5.709921424568163e-13,0.0
FRULYStex,Fructoselysine transporter via diffusion (extracellular),frulys_e <=> frulys_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
EX_fad_e,Exchange of Flavin adenine dinucleotide oxidized,fad_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-3.002441850563669e-13
GALCTt2rpp,"D-galactarte transport via proton symport, reversible (periplasm)",galct__D_p + h_p <=> galct__D_c + h_c,CIW80_07620 or CIW80_10110,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,0.0,0.0
GALt2pp,D-galactose transport in via proton symport (periplasm),gal_p + h_p --> gal_c + h_c,CIW80_08475,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
ASPtex,L-aspartate transport via diffusion (extracellular to periplasm),asp__L_e <=> asp__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-4.199667916873213e-12,0.0
ABUTt2pp,4-aminobutyrate transport in via proton symport (periplasm),4abut_p + h_p --> 4abut_c + h_c,CIW80_06965,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,999.9999999999999
CYSabcpp,L-cysteine uptake via ABC system (periplasm),atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c,CIW80_02805 and CIW80_02815 and CIW80_02800,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-1.2418017979672895e-11
SBTptspp,D-sorbitol transport via PEP:Pyr PTS (periplasm),pep_c + sbt__D_p --> pyr_c + sbt6p_c,CIW80_05965 and CIW80_07190 and CIW80_07185 and CIW80_07180 and CIW80_05960,"Transport, Inner Membrane",Not essential,0.0,1000.0,-3.933262547380311e-12,0.0
TREHpp,"Alpha,alpha-trehalase (periplasm)",h2o_p + tre_p --> 2.0 glc__D_p,CIW80_24880,Alternate Carbon Metabolism,Not essential,0.0,1000.0,0.0,0.0
CYTBDpp,Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm),2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c,(CIW80_22880 and CIW80_22885) or (CIW80_21640 and CIW80_21635 and CIW80_21645),Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-2.4836035959345693e-11
CYTBD2pp,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c,CIW80_22880 and CIW80_22885,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-2.4836035959345693e-11
ACALDtpp,Acetaldehyde reversible transport (periplasm),acald_p <=> acald_c,s0001,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-1.4421962673727814e-11,0.0
ACt2rpp,Acetate reversible transport via proton symport (periplasm),ac_p + h_p <=> ac_c + h_c,CIW80_17725,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-1000.0,-20.839582335296587
EX_fe3dcit_e,Fe(III)dicitrate exchange,fe3dcit_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-1.8397063673589413e-12
EX_fe3hox_e,Fe(III)hydroxamate exchange,fe3hox_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_fecrm_e,Ferrichrome exchange,fecrm_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_feoxam_e,Ferroxamine exchange,feoxam_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_cbi_e,Cobinamide exchange,cbi_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_arbtn_fe3_e,Aerobactin exchange,arbtn_fe3_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-4.2094976202281105e-13
EX_cpgn_e,Coprogen exchange,cpgn_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,0.0
EX_adocbl_e,Adenosylcobalamin exchange,adocbl_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-6.209008989836462e-13
ATPS4rpp,ATP synthase (four protons for one ATP) (periplasm),adp_c + 4.0 h_p + pi_c <=> atp_c + h2o_c + 3.0 h_c,(CIW80_13560 and (CIW80_13520 and CIW80_13530 and CIW80_13540 and CIW80_13535 and CIW80_13525) and (CIW80_13555 and CIW80_13545 and CIW80_13550)) or ((CIW80_13520 and CIW80_13530 and CIW80_13540 and CIW80_13535 and CIW80_13525) and (CIW80_13555 and CIW80_13545 and CIW80_13550)),Oxidative Phosphorylation,Not essential,-1000.0,1000.0,57.22550585836602,61.7977244002328
INDOLEtex,Indole transport via diffusion (extracellular to periplasm),indole_e <=> indole_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-9.833156368450755e-13,0.0
L_LACtex,L-lactate transport via diffusion (extracellular to periplasm),lac__L_e <=> lac__L_p,CIW80_22660 or CIW80_25725 or CIW80_05020 or CIW80_19480,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-3.605490668431906e-12,-9.724578407518377e-15
ACt4pp,Na+/Acetate symport (periplasm),ac_p + na1_p --> ac_c + na1_c,CIW80_15580,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,979.1604176646211
ADEt2rpp,Adenine transport via proton symport (reversible) (periplasm),ade_p + h_p <=> ade_c + h_c,CIW80_12975 or CIW80_13440 or CIW80_13185,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-7.866525094760618e-13,0.0
ADNt2pp,Adenosine transport in via proton symport (periplasm),adn_p + h_p <=> adn_c + h_c,CIW80_08585 or CIW80_05910 or CIW80_05845,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-6.270418553794698e-13,0.0
ALAabcpp,L-alanine transport via ABC system (periplasm),ala__L_p + atp_c + h2o_c --> adp_c + ala__L_c + h_c + pi_c,CIW80_11855 and CIW80_11865 and CIW80_11860 and CIW80_11890 and CIW80_11870,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-1.9830880053030234e-11
ALLabcpp,D-allose transport via ABC system (periplasm),all__D_p + atp_c + h2o_c --> adp_c + all__D_c + h_c + pi_c,CIW80_15725 and CIW80_15730 and CIW80_15720,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
ALLTNt2rpp,Allantoin transport in via proton symport (periplasm),alltn_p + h_p <=> alltn_c + h_c,CIW80_20680,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-8.653177604236695e-13,0.0
ARBabcpp,L-arabinose transport via ABC system (periplasm),arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c,CIW80_02695 and CIW80_02705 and CIW80_02700,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-2.6441173404040277e-11
ECOAH8,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),3hodcoa_c <=> h2o_c + od2coa_c,CIW80_05635 or CIW80_14210,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,-2.218756172869127e-12,-3.966228121591121e-12
GLCDpp,Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm),glc__D_p + h2o_p + q8_c --> glcn_p + h_p + q8h2_c,CIW80_18375 or CIW80_22190,Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,-1.5864704042423908e-11
GUAtpp,Guanine transport via diffusion (periplasm),gua_p <=> gua_c,CIW80_08140 or CIW80_15555,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-4.3265888021183366e-11,0.0
HYD2pp,Hydrogenase (menaquinone8: 2 protons) (periplasm),h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c,(CIW80_22855 and CIW80_22860 and CIW80_22850) or (CIW80_09370 and CIW80_09385 and CIW80_09380 and CIW80_09375),Oxidative Phosphorylation,Not essential,0.0,1000.0,0.0,0.0
HYXNtpp,Hypoxanthine transport (periplasm),hxan_p <=> hxan_c,CIW80_15555 or CIW80_08140,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-8.163375098336534e-13,0.0
NACtpp,Nicotinic acid uptake (periplasm),nac_p --> nac_c,,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
FE3DCITabcpp,Iron transport from ferric-dicitrate via ABC system (periplasm),atp_c + fe3dcit_p + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c,CIW80_16760 and CIW80_16765 and CIW80_16770 and CIW80_16775,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,-2.644117340404012e-11
CPGNtonex,Coprogen transport via ton system (extracellular),cpgn_e + h_p --> cpgn_p + h_c,CIW80_24120 and (CIW80_25200 and CIW80_09420 and CIW80_09425),"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,-1.0576469361615977e-11
GLCRtex,D-glucarate transport via diffusion (extracellular to periplasm),glcr_e <=> glcr_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
GLCNtex,D-gluconate transport via diffusion (extracellular to periplasm),glcn_e <=> glcn_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-3.933262547380385e-12,0.0
GLCURtex,D-glucuronat transport via diffusion (extracellular to periplasm),glcur_e <=> glcur_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-3.6054906684319604e-12,0.0
GLNtex,L-glutamine transport via diffusion (extracellular to periplasm),gln__L_e <=> gln__L_p,CIW80_22660 or CIW80_25725 or CIW80_05020 or CIW80_19480,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-3.328145232398706e-12,0.0
O2tex,Oxygen transport via diffusion (extracellular to periplasm),o2_e <=> o2_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,19.999999999997293,20.0
EX_ppa_e,Propionate exchange,ppa_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-6.325755011544345e-12
OCTAtex,Octanoate transport via diffusion (extracellular to periplasm),octa_e <=> octa_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,0.0,0.0
ORNtex,Ornithine transport via diffusion (extracellular to periplasm),orn_e <=> orn_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-1.8811255661384153e-12,0.0
ECOAH5,3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),3hddcoa_c <=> dd2coa_c + h2o_c,CIW80_05635 or CIW80_14210,Membrane Lipid Metabolism,Not essential,-1000.0,1000.0,0.3990411375508334,0.3990411375562136
DHFS,Dihydrofolate synthase,atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c,CIW80_05505,Cofactor and Prosthetic Group Biosynthesis,Essential,0.0,1000.0,0.0007501363409752683,0.0007501363409750875
CITt7pp,Citrate transport via succinate antiport (periplasm),cit_p + succ_c --> cit_c + succ_p,CIW80_21070,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-9.488632517316446e-11
CRNt7pp,Carnitine/butyrobetaine antiporter (periplasm),crn_p + gbbtn_c --> crn_c + gbbtn_p,CIW80_17885,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
EX_ni2_e,Ni2+ exchange,ni2_e <=> ,,Extracellular exchange,Essential,-1000.0,1000.0,-0.000362173471760089,-0.0003621734975703076
EX_no_e,Nitric oxide exchange,no_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-1.8977265034632918e-11
CHLabcpp,Choline transport via ABC system (periplasm),atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c,CIW80_04435 and CIW80_04430 and CIW80_04445 and CIW80_04440,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-1.897726503463289e-11
DGSNt2pp,Deoxyguanosine transport in via proton symport (periplasm),dgsn_p + h_p --> dgsn_c + h_c,CIW80_08585,"Transport, Inner Membrane",Not essential,0.0,1000.0,-5.768785069491116e-13,0.0
DINSt2pp,Deoxyinosine transport in via proton symport (periplasm),din_p + h_p --> din_c + h_c,CIW80_08585,"Transport, Inner Membrane",Not essential,0.0,1000.0,-6.270418553794687e-13,0.0
DURIt2pp,Deoxyuridine transport in via proton symport (periplasm),duri_p + h_p --> duri_c + h_c,CIW80_05845 or CIW80_08585,"Transport, Inner Membrane",Not essential,0.0,1000.0,-1.1385760005574552e-12,0.0
FE2abcpp,Iron (II) transport via ABC system (periplasm),atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c,CIW80_11580,Inorganic Ion Transport and Metabolism,Not essential,0.0,1000.0,0.0,-2.3721581293291182e-11
FRUptspp,D-fructose transport via PEP:Pyr PTS (periplasm),fru_p + pep_c --> f1p_c + pyr_c,CIW80_05960 and CIW80_04660 and CIW80_04670 and CIW80_05965,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,0.0
FUCtpp,L-fucose transport via proton symport (periplasm),fuc__L_p + h_p <=> fuc__L_c + h_c,CIW80_07685,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-2.7041180013239398e-12,0.0
FUMt2_2pp,Fumarate transport via proton symport (2 H) (periplasm),fum_p + 2.0 h_p --> fum_c + 2.0 h_c,CIW80_12315,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-4.7443162586582216e-11
FUMt2_3pp,Fumarate transport via proton symport (3 H) (periplasm),fum_p + 3.0 h_p --> fum_c + 3.0 h_c,CIW80_16010 or CIW80_15915 or CIW80_21115,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-3.1628775057721434e-11
CSNt2pp,Cytosine transport in via proton symport (periplasm),csn_p + h_p --> csn_c + h_c,CIW80_19865,"Transport, Inner Membrane",Not essential,0.0,1000.0,-1.2725261182701008e-12,0.0
CYTDt2pp,Cytidine transport in via proton symport (periplasm),cytd_p + h_p <=> cytd_c + h_c,CIW80_08585 or CIW80_05910 or CIW80_05845,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-1.6859368573238323e-12,0.0
DADNt2pp,Deoxyadenosine transport in via proton symport (periplasm),dad_2_p + h_p --> dad_2_c + h_c,CIW80_05845 or CIW80_08585,"Transport, Inner Membrane",Not essential,0.0,1000.0,-1.12395429933023e-12,0.0
DCYTt2pp,Deoxycytidine transport in via proton symport (periplasm),dcyt_p + h_p --> dcyt_c + h_c,CIW80_05845 or CIW80_08585,"Transport, Inner Membrane",Not essential,0.0,1000.0,-1.7218023308888635e-12,0.0
DDGLCNt2rpp,"2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)",2ddglcn_p + h_p <=> 2ddglcn_c + h_c,CIW80_14555,"Transport, Inner Membrane",Not essential,-1000.0,1000.0,-7.356791777434263e-12,0.0
RMNtex,L-rhamnose transport via diffusion (extracellular to periplasm),rmn_e <=> rmn_p,CIW80_19480 or CIW80_05020 or CIW80_22660 or CIW80_25725,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-5.0577943469860144e-12,0.0
EX_meoh_e,Methanol exchange,meoh_e --> ,,Extracellular exchange,Essential,0.0,1000.0,2.2425519702358254e-06,2.2425596876620167e-06
MALTTRtexi,Maltotriose transport via diffusion (extracellular to periplasm) irreversible,malttr_e --> malttr_p,CIW80_15320,"Transport, Outer Membrane",Not essential,0.0,1000.0,-2.2479085986604592e-12,0.0
MALTTTRtexi,MaltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,maltttr_e --> maltttr_p,CIW80_15320,"Transport, Outer Membrane",Not essential,0.0,1000.0,-1.6859314489953517e-12,0.0
MALTPTtexi,MaltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,maltpt_e --> maltpt_p,CIW80_15320,"Transport, Outer Membrane",Not essential,0.0,1000.0,-1.2644485867465155e-12,0.0
MALTtexi,MaltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,malt_e --> malt_p,CIW80_15320,"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,0.0
FE3DCITtonex,Ferric-dicitrate transport via ton system (extracellular),fe3dcit_e + h_p --> fe3dcit_p + h_c,(CIW80_25200 and CIW80_09420 and CIW80_09425) and CIW80_16780,"Transport, Outer Membrane",Not essential,0.0,1000.0,0.0,-3.1628775057721376e-11
PHEtex,L-phenylalanine transport via diffusion (extracellular to periplasm),phe__L_e <=> phe__L_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Not essential,-1000.0,1000.0,-2.5288971734930185e-12,0.0
PItex,Phosphate transport via diffusion (extracellular to periplasm),pi_e <=> pi_p,CIW80_19480 or CIW80_22660 or CIW80_25725 or CIW80_05020,"Transport, Outer Membrane",Essential,-1000.0,1000.0,1.081593445915534,1.0815934459224277
ACGAMK,N-acetylglucosamine kinase,acgam_c + atp_c --> acgam6p_c + adp_c + h_c,CIW80_24210,Murein Recycling,Not essential,0.0,1000.0,-2.1295976197835914e-12,-1.365749340179665e-12
METS,Methionine synthase,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,CIW80_15170 or CIW80_14025,Methionine Metabolism,Essential,0.0,1000.0,0.17307966435967798,0.17307966435829933
EX_cu2_e,Cu2+ exchange,cu2_e <=> ,,Extracellular exchange,Essential,-1000.0,1000.0,-0.0007949875425432154,-0.0007949875422295536
CYSabc2pp,L-cysteine export via ABC system (cytoplasm to periplasm),atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c,CIW80_22460 and CIW80_22455,"Transport, Inner Membrane",Not essential,0.0,1000.0,0.0,-8.023777373555562e-12
PRASCSi,Phosphoribosylaminoimidazolesuccinocarboxamide synthase,5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c,CIW80_06235,Purine and Pyrimidine Biosynthesis,Essential,0.0,1000.0,0.5021024703588807,0.5021024703593481
TRSARr,Tartronate semialdehyde reductase,2h3oppan_c + h_c + nadh_c <=> glyc__R_c + nad_c,CIW80_20675 or CIW80_10100,Alternate Carbon Metabolism,Not essential,-1000.0,1000.0,-999.9999999999948,-1.5802470443304628e-11
LYXI,Lyxose isomerase,lyx__L_c --> xylu__L_c,CIW80_14520,Alternate Carbon Metabolism,Not essential,0.0,1000.0,1.1444638834127437e-12,0.0
EX_pheme_e,Protoheme exchange,pheme_e --> ,,Extracellular exchange,Not essential,0.0,1000.0,0.0,-3.1943673795894896e-13
