Unnamed: 0,CU651637,CP001855,CP002167,CP000468,CP000946,CP000819,CP001665,AM946981,CP001509,CP001396,CP001637,AP012030,CU928162,CP000802,CU928160,CP002516,AP009240,AP009378,CP000948,U00096,AP009048,CP002185,CP002967,FN554766,CU928145,AP010958,AP010960,CP001164,AE005174,BA000007,CP001368,AP010953,CP001846,CP000970,FM180568,CP000800,FN649414,CP002729,CP001969,CU928161,CP000247,CP001671,AE014075,CU928164,CP002797,CU928163,CP000243,CP001063,CP000036,CP000034,CP001383,AE014073,AE005674,CP000266,CP000038
CIW80_00920,LF82_2368,NRG857_08100,UM146_09070,APECO1_700,EcolC_2013,ECB_01586,ECBD_2028,B21_01576,ECD_01586,BWG_1431,EcDH1_2025,ECDH1ME8569_1560,ECED1_1816,EcHS_A1692,ECIAI1_1668,EKO11_2159,ECSE_1738,ECSF_1478,ECDH10B_1750,b1617,uidA,ECW_m1783,WFL_08730,EC042_1785,EC55989_1783,ECO103_1757,ECO111_2086,None,Z2621,ECs_2323,None,ECO26_2345,G2583_2011,EcSMS35_1582,E2348C_1702,EcE24377A_1825,ETEC_1651,UMNK88_2076,ECOK1_1735,ECS88_1663,ECP_1561,ECABU_c18690,c2009,ECIAI39_1441,ECNA114_1664,ECUMN_1906,UTI89_C1805,SbBS512_E1804,None,None,SFxv_1839,S1771,SF1640,SFV_1633,SSON_1543
CIW80_00925,LF82_2371,NRG857_08105,UM146_09065,APECO1_701,EcolC_2012,ECB_01587,ECBD_2027,B21_01577,ECD_01587,BWG_1432,EcDH1_2024,ECDH1ME8569_1561,ECED1_1817,EcHS_A1693,ECIAI1_1669,EKO11_2158,ECSE_1739,ECSF_1479,ECDH10B_1751,b1618,uidR,ECW_m1784,WFL_08735,EC042_1786,EC55989_1784,ECO103_1758,ECO111_2087,ECH74115_2330,Z2623,ECs_2326,ECSP_2182,ECO26_2346,G2583_2012,EcSMS35_1581,E2348C_1703,EcE24377A_1826,ETEC_1652,UMNK88_2077,ECOK1_1736,ECS88_1665,ECP_1562,ECABU_c18700,c2010,ECIAI39_1440,ECNA114_1665,ECUMN_1907,UTI89_C1806,SbBS512_E1805,SBO_1518,SDY_1837,SFxv_1840,S1772,SF1641,SFV_1634,SSON_1542
CIW80_00930,LF82_0973,NRG857_08110,UM146_09060,APECO1_702,EcolC_2011,ECB_01588,ECBD_2026,B21_01578,ECD_01588,BWG_1433,EcDH1_2023,ECDH1ME8569_1562,ECED1_1819,EcHS_A1694,ECIAI1_1670,EKO11_2157,ECSE_1740,ECSF_1480,ECDH10B_1752,b1619,hdhA,ECW_m1785,WFL_08740,EC042_1787,EC55989_1786,ECO103_1759,ECO111_2088,ECH74115_2331,Z2624,ECs_2327,ECSP_2183,ECO26_2347,G2583_2013,EcSMS35_1580,E2348C_1704,EcE24377A_1827,ETEC_1653,UMNK88_2078,ECOK1_1737,ECS88_1666,ECP_1563,ECABU_c18710,c2011,ECIAI39_1439,ECNA114_1666,ECUMN_1909,UTI89_C1807,SbBS512_E1806,SBO_1517,SDY_1838,None,None,SF1644,None,SSON_1541
CIW80_00935,LF82_1260,NRG857_08115,UM146_09055,APECO1_703,EcolC_2010,ECB_01589,ECBD_2025,B21_01579,ECD_01589,BWG_1434,EcDH1_2022,ECDH1ME8569_1563,ECED1_1820,EcHS_A1695,ECIAI1_1671,EKO11_2156,ECSE_1741,ECSF_1481,ECDH10B_1753,b1620,malI,ECW_m1786,WFL_08745,EC042_1788,EC55989_1787,ECO103_1760,ECO111_2089,ECH74115_2332,Z2625,ECs_2328,ECSP_2184,ECO26_2348,G2583_2014,EcSMS35_1579,E2348C_1705,EcE24377A_1828,ETEC_1654,UMNK88_2079,ECOK1_1738,ECS88_1667,ECP_1564,ECABU_c18720,c2012,ECIAI39_1437,ECNA114_1667,ECUMN_1910,UTI89_C1808,SbBS512_E1808,SBO_1514,SDY_1841,SFxv_1846,S1777,SF1646,SFV_1637,SSON_1538
CIW80_00940,LF82_1267,NRG857_08120,UM146_09050,APECO1_704,None,ECB_01590,ECBD_2024,B21_01580,ECD_01590,BWG_1435,EcDH1_2021,ECDH1ME8569_1564,ECED1_1821,EcHS_A1696,ECIAI1_1672,EKO11_2155,ECSE_1742,ECSF_1482,ECDH10B_1754,b1621,malX,ECW_m1787,WFL_08750,EC042_1789,EC55989_1788,ECO103_1761,ECO111_2090,ECH74115_2333,Z2626,ECs_2329,ECSP_2185,ECO26_2349,G2583_2015,EcSMS35_1578,E2348C_1706,EcE24377A_1829,ETEC_1655,UMNK88_2080,ECOK1_1739,ECS88_1668,ECP_1565,ECABU_c18730,c2013,ECIAI39_1436,ECNA114_1668,ECUMN_1911,UTI89_C1809,SbBS512_E1809,SBO_1513,SDY_1842,SFxv_1847,S1778,SF1645,SFV_1638,SSON_1537
CIW80_00945,LF82_1268,NRG857_08125,UM146_09045,APECO1_705,EcolC_2008,ECB_01591,ECBD_2023,B21_01581,ECD_01591,BWG_1436,EcDH1_2020,ECDH1ME8569_1565,ECED1_1822,EcHS_A1697,ECIAI1_1673,EKO11_2154,ECSE_1743,ECSF_1483,ECDH10B_1755,b1622,malY,ECW_m1788,WFL_08755,EC042_1790,EC55989_1789,ECO103_1762,ECO111_2091,ECH74115_2334,Z2627,ECs_2330,ECSP_2186,ECO26_2350,G2583_2016,EcSMS35_1577,E2348C_1707,EcE24377A_1830,ETEC_1656,UMNK88_2081,ECOK1_1740,ECS88_1669,ECP_1566,ECABU_c18740,c2014,ECIAI39_1435,ECNA114_1669,ECUMN_1912,UTI89_C1810,SbBS512_E1810,SBO_1512,SDY_1845,SFxv_1848,S1779,SF1647,SFV_1639,SSON_1536
CIW80_00950,LF82_0033,NRG857_08130,UM146_09040,APECO1_706,EcolC_2007,ECB_01592,ECBD_2022,B21_01582,ECD_01592,BWG_1437,EcDH1_2019,ECDH1ME8569_1566,ECED1_1823,EcHS_A1698,ECIAI1_1674,EKO11_2153,ECSE_1744,ECSF_1484,ECDH10B_1756,b1623,add,ECW_m1789,WFL_08760,EC042_1791,EC55989_1790,ECO103_1763,ECO111_2092,ECH74115_2335,Z2628,ECs_2331,ECSP_2187,ECO26_2351,G2583_2017,EcSMS35_1576,E2348C_1708,EcE24377A_1831,ETEC_1657,UMNK88_2082,ECOK1_1741,ECS88_1670,ECP_1567,ECABU_c18750,c2015,ECIAI39_1434,ECNA114_1670,ECUMN_1913,UTI89_C1811,SbBS512_E1811,SBO_1511,SDY_1846,SFxv_1849,S1780,SF1648,SFV_1640,SSON_1535
CIW80_00955,LF82_2846,NRG857_08135,UM146_09035,APECO1_707,EcolC_2006,ECB_01593,ECBD_2021,B21_01583,ECD_01593,BWG_1438,EcDH1_2018,ECDH1ME8569_1567,ECED1_1824,EcHS_A1699,ECIAI1_1675,EKO11_2152,ECSE_1745,ECSF_1485,ECDH10B_1757,b1624,ydgJ,ECW_m1790,WFL_08765,EC042_1792,EC55989_1791,ECO103_1764,ECO111_2093,ECH74115_2336,Z2629,ECs_2332,ECSP_2188,ECO26_2352,G2583_2018,EcSMS35_1575,E2348C_1710,EcE24377A_1832,ETEC_1658,UMNK88_2083,ECOK1_1742,ECS88_1671,ECP_1568,ECABU_c18760,c2016,ECIAI39_1433,ECNA114_1671,ECUMN_1914,UTI89_C1812,SbBS512_E1812,SBO_1510,SDY_1847,SFxv_1850,S1781,SF1649,SFV_1641,SSON_1534
CIW80_00960,LF82_0242,None,None,None,EcolC_2005,ECB_01594,ECBD_2020,B21_01584,ECD_01594,BWG_1439,EcDH1_2017,ECDH1ME8569_1568,ECED1_1825,EcHS_A1700,ECIAI1_1676,EKO11_2151,ECSE_1746,ECSF_1486,None,b4409,blr,ECW_m1791,None,EC042_1793,EC55989_1792,ECO103_1765,ECO111_2094,None,None,ECs_2333,ECSP_2189,ECO26_2353,G2583_2019,None,E2348C_1711,None,ETEC_1659,None,None,ECS88_1672,ECP_1569,ECABU_c18770,None,ECIAI39_1432,ECNA114_1672,ECUMN_1915,UTI89_C1813,SbBS512_E1813,None,None,SFxv_1851,None,None,None,None
CIW80_00965,None,None,None,APECO1_708,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,UTI89_C1814,None,None,None,None,None,None,None,None
CIW80_00970,LF82_0329,NRG857_08140,UM146_09030,None,EcolC_2004,ECB_01595,ECBD_2019,B21_01585,ECD_01595,BWG_1440,EcDH1_2016,ECDH1ME8569_1569,ECED1_1826,EcHS_A1701,ECIAI1_1677,EKO11_2150,ECSE_1747,ECSF_1487,ECDH10B_1759,b1625,ydgT,ECW_m1792,WFL_08770,EC042_1794,EC55989_1793,ECO103_1766,ECO111_2095,ECH74115_2337,Z2631,ECs_2334,ECSP_2190,ECO26_2354,G2583_2020,EcSMS35_1574,E2348C_1712,EcE24377A_1833,ETEC_1660,UMNK88_2084,ECOK1_1743,ECS88_1673,ECP_1570,ECABU_c18780,c2017,ECIAI39_1431,ECNA114_1673,ECUMN_1916,UTI89_C1815,SbBS512_E1814,SBO_1509,SDY_1848,SFxv_1852,S1782,SF1650,SFV_1642,SSON_1533
CIW80_00975,LF82_2847,NRG857_08145,UM146_09025,APECO1_709,EcolC_2003,ECB_01596,ECBD_2018,B21_01586,ECD_01596,BWG_1441,EcDH1_2015,ECDH1ME8569_1570,ECED1_1827,EcHS_A1702,ECIAI1_1678,EKO11_2149,ECSE_1748,ECSF_1488,ECDH10B_1760,b1626,ydgK,ECW_m1793,WFL_08775,EC042_1795,EC55989_1794,ECO103_1767,ECO111_2096,ECH74115_2338,Z2632,ECs_2335,ECSP_2191,ECO26_2355,G2583_2021,EcSMS35_1573,E2348C_1713,EcE24377A_1834,ETEC_1661,UMNK88_2086,ECOK1_1744,ECS88_1674,ECP_1571,ECABU_c18790,c2018,ECIAI39_1430,ECNA114_1674,ECUMN_1917,UTI89_C1816,SbBS512_E1815,SBO_1508,SDY_1849,SFxv_1853,S1783,SF1651,SFV_1643,SSON_1532
CIW80_00980,LF82_2035,NRG857_08150,UM146_09020,APECO1_710,EcolC_2002,ECB_01597,ECBD_2017,B21_01587,ECD_01597,BWG_1442,EcDH1_2014,ECDH1ME8569_1571,ECED1_1828,EcHS_A1703,ECIAI1_1679,EKO11_2148,ECSE_1749,ECSF_1489,ECDH10B_1761,b1627,rsxA,ECW_m1794,WFL_08780,EC042_1796,EC55989_1795,ECO103_1768,ECO111_2097,ECH74115_2339,Z2633,ECs_2336,ECSP_2192,ECO26_2356,G2583_2022,EcSMS35_1572,E2348C_1714,EcE24377A_1835,ETEC_1662,UMNK88_2087,ECOK1_1745,ECS88_1675,ECP_1572,ECABU_c18800,c2019,ECIAI39_1429,ECNA114_1675,ECUMN_1918,UTI89_C1817,SbBS512_E1816,SBO_1507,SDY_1850,SFxv_1854,S1784,SF1652,SFV_1644,SSON_1531
CIW80_00985,LF82_2036,NRG857_08155,UM146_09015,APECO1_711,EcolC_2001,ECB_01598,ECBD_2016,B21_01588,ECD_01598,BWG_1443,EcDH1_2013,ECDH1ME8569_1572,ECED1_1829,EcHS_A1704,ECIAI1_1680,EKO11_2147,ECSE_1750,ECSF_1490,ECDH10B_1762,b1628,rsxB,ECW_m1795,WFL_08785,EC042_1797,EC55989_1796,ECO103_1769,ECO111_2098,ECH74115_2340,Z2634,ECs_2337,ECSP_2193,ECO26_2357,G2583_2023,EcSMS35_1571,E2348C_1715,EcE24377A_1836,ETEC_1663,UMNK88_2088,ECOK1_1746,ECS88_1676,ECP_1573,ECABU_c18810,c2020,ECIAI39_1428,ECNA114_1676,ECUMN_1919,UTI89_C1818,SbBS512_E1817,SBO_1506,SDY_1851,SFxv_1855,S1785,SF1653,SFV_1645,SSON_1530
CIW80_00990,LF82_2037,NRG857_08160,UM146_09010,APECO1_712,EcolC_2000,ECB_01599,ECBD_2015,B21_01589,ECD_01599,BWG_1444,EcDH1_2012,ECDH1ME8569_1573,ECED1_1830,EcHS_A1705,ECIAI1_1681,EKO11_2146,ECSE_1751,ECSF_1491,ECDH10B_1763,b1629,rsxC,ECW_m1796,WFL_08790,EC042_1798,EC55989_1797,ECO103_1770,ECO111_2099,ECH74115_2341,Z2636,ECs_2338,ECSP_2194,ECO26_2358,G2583_2024,EcSMS35_1570,E2348C_1716,EcE24377A_1837,ETEC_1664,UMNK88_2089,ECOK1_1747,ECS88_1677,ECP_1574,ECABU_c18820,c2021,ECIAI39_1427,ECNA114_1677,ECUMN_1920,UTI89_C1819,SbBS512_E1818,SBO_1505,SDY_1852,SFxv_1856,S1786,SF1654,SFV_1646,SSON_1529
CIW80_00995,LF82_2038,NRG857_08165,UM146_09005,APECO1_713,EcolC_1999,ECB_01600,ECBD_2014,B21_01590,ECD_01600,BWG_1445,EcDH1_2011,ECDH1ME8569_1574,ECED1_1831,EcHS_A1706,ECIAI1_1682,EKO11_2145,ECSE_1752,ECSF_1492,ECDH10B_1764,b1630,rsxD,ECW_m1797,WFL_08800,EC042_1799,EC55989_1798,ECO103_1771,ECO111_2100,ECH74115_2342,Z2639,ECs_2339,ECSP_2195,ECO26_2359,G2583_2025,EcSMS35_1569,E2348C_1717,EcE24377A_1838,ETEC_1665,UMNK88_2090,ECOK1_1748,ECS88_1678,ECP_1575,ECABU_c18830,c2022,ECIAI39_1426,ECNA114_1678,ECUMN_1921,UTI89_C1820,SbBS512_E1819,SBO_1504,SDY_1853,SFxv_1857,S1787,SF1655,SFV_1647,SSON_1528
CIW80_01000,LF82_2040,NRG857_08170,UM146_09000,APECO1_714,EcolC_1998,ECB_01601,ECBD_2013,B21_01591,ECD_01601,BWG_1446,EcDH1_2010,ECDH1ME8569_1575,ECED1_1832,EcHS_A1707,ECIAI1_1683,EKO11_2144,ECSE_1753,ECSF_1493,ECDH10B_1765,b1631,rsxG,ECW_m1798,WFL_08805,EC042_1800,EC55989_1799,ECO103_1772,ECO111_2101,ECH74115_2343,Z2640,ECs_2340,ECSP_2196,ECO26_2360,G2583_2026,EcSMS35_1568,E2348C_1718,EcE24377A_1839,ETEC_1666,UMNK88_2091,ECOK1_1749,ECS88_1679,ECP_1576,ECABU_c18840,c2023,ECIAI39_1425,ECNA114_1679,ECUMN_1922,UTI89_C1821,SbBS512_E1820,SBO_1503,SDY_1854,SFxv_1858,S1788,SF1656,SFV_1648,SSON_1527
CIW80_01005,LF82_2039,NRG857_08175,UM146_08995,APECO1_715,EcolC_1997,ECB_01602,ECBD_2012,B21_01592,ECD_01602,BWG_1447,EcDH1_2009,ECDH1ME8569_1576,ECED1_1833,EcHS_A1708,ECIAI1_1684,EKO11_2143,ECSE_1754,ECSF_1494,ECDH10B_1766,b1632,rsxE,ECW_m1799,WFL_08810,EC042_1801,EC55989_1800,ECO103_1773,ECO111_2102,ECH74115_2344,Z2642,ECs_2341,ECSP_2197,ECO26_2361,G2583_2027,EcSMS35_1567,E2348C_1719,EcE24377A_1841,ETEC_1667,UMNK88_2092,ECOK1_1750,ECS88_1680,ECP_1577,ECABU_c18850,c2024,ECIAI39_1424,ECNA114_1680,ECUMN_1923,UTI89_C1822,SbBS512_E1821,SBO_1502,SDY_1855,SFxv_1859,S1789,SF1657,SFV_1649,SSON_1526
CIW80_01010,LF82_1528,NRG857_08180,UM146_08990,APECO1_716,EcolC_1996,ECB_01603,ECBD_2011,B21_01593,ECD_01603,BWG_1448,EcDH1_2008,ECDH1ME8569_1577,ECED1_1834,EcHS_A1709,ECIAI1_1685,EKO11_2142,ECSE_1755,ECSF_1495,ECDH10B_1767,b1633,nth,ECW_m1800,WFL_08815,EC042_1802,EC55989_1801,ECO103_1774,ECO111_2103,ECH74115_2345,Z2644,ECs_2342,ECSP_2198,ECO26_2362,G2583_2028,EcSMS35_1566,E2348C_1720,EcE24377A_1842,ETEC_1668,UMNK88_2093,ECOK1_1751,ECS88_1681,ECP_1578,ECABU_c18860,c2025,ECIAI39_1423,ECNA114_1681,ECUMN_1924,UTI89_C1823,SbBS512_E1822,SBO_1501,SDY_1856,SFxv_1860,S1790,SF1658,SFV_1650,SSON_1525
CIW80_01015,None,NRG857_08185,UM146_08985,None,None,None,ECBD_2010,None,None,None,EcDH1_2007,None,None,None,None,EKO11_2141,ECSE_1756,ECSF_1496,None,None,None,ECW_m1801,WFL_08820,EC042_1802A,None,None,None,None,None,None,None,None,None,None,None,None,ETEC_1668A,None,None,None,None,None,None,ECIAI39_1422,None,None,UTI89_C1824,SbBS512_E1823,None,None,None,None,None,None,None
CIW80_01020,LF82_2293,NRG857_08190,UM146_08980,APECO1_717,EcolC_1995,ECB_01604,ECBD_2009,B21_01594,ECD_01604,BWG_1449,EcDH1_2006,ECDH1ME8569_1578,ECED1_1835,EcHS_A1710,ECIAI1_1686,EKO11_2140,ECSE_1757,ECSF_1497,ECDH10B_1768,b1634,ydgR,ECW_m1802,WFL_08825,EC042_1803,EC55989_1802,ECO103_1775,ECO111_2104,ECH74115_2346,Z2646,ECs_2343,ECSP_2199,ECO26_2363,G2583_2029,EcSMS35_1565,E2348C_1721,EcE24377A_1844,ETEC_1669,UMNK88_2094,ECOK1_1752,ECS88_1682,ECP_1579,ECABU_c18870,c2026,ECIAI39_1421,ECNA114_1682,ECUMN_1925,UTI89_C1825,SbBS512_E1824,SBO_1500,SDY_1857,SFxv_1861,S1791,SF1659,SFV_1651,SSON_1524
CIW80_01025,LF82_0952,NRG857_08195,UM146_08975,APECO1_718,EcolC_1994,ECB_01605,ECBD_2008,B21_01595,ECD_01605,BWG_1450,EcDH1_2005,ECDH1ME8569_1579,ECED1_1836,EcHS_A1711,ECIAI1_1687,EKO11_2139,ECSE_1758,ECSF_1498,ECDH10B_1769,b1635,gst,ECW_m1803,WFL_08830,EC042_1804,EC55989_1803,ECO103_1776,ECO111_2105,ECH74115_2347,Z2647,ECs_2344,ECSP_2200,ECO26_2364,G2583_2030,EcSMS35_1564,E2348C_1722,EcE24377A_1845,ETEC_1670,UMNK88_2095,ECOK1_1753,ECS88_1683,ECP_1580,ECABU_c18880,c2027,ECIAI39_1420,ECNA114_1683,ECUMN_1926,UTI89_C1826,SbBS512_E1825,SBO_1499,SDY_1858,SFxv_1862,S1792,SF1660,SFV_1652,None
CIW80_01030,LF82_1610,NRG857_08200,UM146_08970,APECO1_719,EcolC_1993,ECB_01606,ECBD_2007,B21_01596,ECD_01606,BWG_1451,EcDH1_2004,ECDH1ME8569_1580,ECED1_1837,EcHS_A1712,ECIAI1_1688,EKO11_2138,ECSE_1759,ECSF_1499,ECDH10B_1770,b1636,pdxY,ECW_m1804,WFL_08835,EC042_1805,EC55989_1804,ECO103_1777,ECO111_2106,ECH74115_2348,Z2648,ECs_2345,ECSP_2201,ECO26_2365,G2583_2031,EcSMS35_1563,E2348C_1723,EcE24377A_1846,ETEC_1671,UMNK88_2096,ECOK1_1754,ECS88_1684,ECP_1581,ECABU_c18890,c2028,ECIAI39_1419,ECNA114_1684,ECUMN_1927,UTI89_C1827,None,SBO_1498,SDY_1859,SFxv_1863,S1793,SF1661,SFV_1653,SSON_1520
CIW80_01035,LF82_2342,NRG857_08205,UM146_08965,APECO1_720,EcolC_1992,ECB_01607,ECBD_2006,B21_01597,ECD_01607,BWG_1452,EcDH1_2003,ECDH1ME8569_1581,ECED1_1838,EcHS_A1713,ECIAI1_1689,EKO11_2137,ECSE_1760,ECSF_1500,ECDH10B_1771,b1637,tyrS,ECW_m1805,WFL_08840,EC042_1806,EC55989_1805,ECO103_1778,ECO111_2107,ECH74115_2349,Z2650,ECs_2346,ECSP_2202,ECO26_2366,G2583_2032,EcSMS35_1562,E2348C_1724,EcE24377A_1847,ETEC_1672,UMNK88_2097,ECOK1_1755,ECS88_1685,ECP_1583,ECABU_c18900,c2029,ECIAI39_1418,ECNA114_1685,ECUMN_1928,UTI89_C1828,SbBS512_E1829,SBO_1497,SDY_1860,SFxv_1864,S1794,SF1662,SFV_1654,SSON_1519
CIW80_01040,LF82_1607,NRG857_08210,UM146_08960,APECO1_721,EcolC_1991,ECB_01608,ECBD_2005,B21_01598,ECD_01608,BWG_1453,EcDH1_2002,ECDH1ME8569_1582,ECED1_1839,EcHS_A1714,ECIAI1_1690,EKO11_2136,ECSE_1761,ECSF_1501,ECDH10B_1772,b1638,pdxH,ECW_m1806,WFL_08845,EC042_1807,EC55989_1806,ECO103_1779,ECO111_2108,ECH74115_2350,Z2652,ECs_2347,ECSP_2203,ECO26_2367,G2583_2033,EcSMS35_1561,E2348C_1725,EcE24377A_1848,ETEC_1673,UMNK88_2098,ECOK1_1756,ECS88_1686,ECP_1584,ECABU_c18910,c2030,ECIAI39_1417,ECNA114_1686,ECUMN_1929,UTI89_C1829,SbBS512_E1830,SBO_1496,SDY_1861,SFxv_1865,S1795,SF1663,SFV_1655,SSON_1518
CIW80_01045,LF82_2848,NRG857_08215,UM146_08955,APECO1_722,EcolC_1990,ECB_01609,ECBD_2004,B21_01599,ECD_01609,BWG_1454,EcDH1_2001,ECDH1ME8569_1583,ECED1_1840,EcHS_A1715,ECIAI1_1691,EKO11_2135,ECSE_1762,ECSF_1502,ECDH10B_1773,b1639,ydhA,ECW_m1807,WFL_08850,EC042_1808,EC55989_1807,ECO103_1780,ECO111_2109,ECH74115_2351,Z2653,ECs_2348,ECSP_2204,ECO26_2368,G2583_2034,EcSMS35_1560,E2348C_1726,EcE24377A_1849,ETEC_1674,UMNK88_2099,ECOK1_1757,ECS88_1687,ECP_1585,ECABU_c18920,c2031,ECIAI39_1416,ECNA114_1687,ECUMN_1930,UTI89_C1830,SbBS512_E1831,SBO_1495,SDY_1862,SFxv_1866,S1796,SF1664,SFV_1656,SSON_1517
CIW80_01050,LF82_0092,NRG857_08220,UM146_08950,APECO1_723,EcolC_1989,ECB_01610,ECBD_2003,B21_01600,ECD_01610,BWG_1455,EcDH1_2000,ECDH1ME8569_1584,ECED1_1841,EcHS_A1716,ECIAI1_1692,EKO11_2134,ECSE_1763,ECSF_1503,ECDH10B_1774,b1640,ydhH,ECW_m1808,WFL_08855,EC042_1809,EC55989_1808,ECO103_1781,ECO111_2110,ECH74115_2352,Z2654,ECs_2349,ECSP_2205,ECO26_2369,G2583_2035,EcSMS35_1559,E2348C_1727,EcE24377A_1850,ETEC_1675,UMNK88_2100,ECOK1_1758,ECS88_1688,ECP_1586,ECABU_c18930,c2032,ECIAI39_1415,ECNA114_1688,ECUMN_1931,UTI89_C1831,SbBS512_E1832,SBO_1494,SDY_1863,SFxv_1870,S1799,SF1667,SFV_1659,SSON_1516
CIW80_01055,LF82_2139,NRG857_08225,UM146_08945,APECO1_724,EcolC_1988,ECB_01611,ECBD_2002,B21_01601,ECD_01611,BWG_1456,EcDH1_1999,ECDH1ME8569_1585,ECED1_1842,EcHS_A1717,ECIAI1_1693,EKO11_2133,ECSE_1764,ECSF_1504,ECDH10B_1775,b1641,slyB,ECW_m1809,WFL_08860,EC042_1811,EC55989_1809,ECO103_1782,ECO111_2111,ECH74115_2353,Z2655,ECs_2350,ECSP_2206,ECO26_2370,G2583_2036,EcSMS35_1558,E2348C_1728,EcE24377A_1851,ETEC_1676,UMNK88_2101,ECOK1_1759,ECS88_1689,ECP_1587,ECABU_c18940,c2033,ECIAI39_1414,ECNA114_1689,ECUMN_1932,UTI89_C1832,SbBS512_E1833,SBO_1493,SDY_1864,SFxv_1871,S1800,SF1668,SFV_1660,SSON_1515
CIW80_01060,LF82_2138,NRG857_08230,UM146_08940,APECO1_725,EcolC_1987,ECB_01612,ECBD_2001,B21_01602,ECD_01612,BWG_1457,EcDH1_1998,ECDH1ME8569_1586,ECED1_1843,EcHS_A1718,ECIAI1_1694,EKO11_2132,ECSE_1765,ECSF_1505,ECDH10B_1776,b1642,slyA,ECW_m1810,WFL_08865,EC042_1812,EC55989_1810,ECO103_1783,ECO111_2112,ECH74115_2354,Z2657,ECs_2351,ECSP_2207,ECO26_2371,G2583_2037,EcSMS35_1557,E2348C_1729,EcE24377A_1852,ETEC_1677,UMNK88_2102,ECOK1_1760,ECS88_1690,ECP_1588,ECABU_c18950,c2034,ECIAI39_1413,ECNA114_1690,ECUMN_1933,UTI89_C1833,SbBS512_E1834,SBO_1492,SDY_1865,SFxv_1872,S1801,SF1669,SFV_1661,SSON_1514
CIW80_01065,LF82_2852,NRG857_08235,UM146_08935,None,EcolC_1986,ECB_01613,ECBD_2000,B21_01603,ECD_01613,BWG_1458,EcDH1_1997,ECDH1ME8569_1587,ECED1_1844,EcHS_A1720,ECIAI1_1695,EKO11_2131,ECSE_1766,ECSF_1506,None,b1643,ydhI,ECW_m1811,WFL_08870,EC042_1813,EC55989_1811,ECO103_1784,ECO111_2113,ECH74115_2355,Z2658,ECs_2352,ECSP_2208,ECO26_2372,G2583_2038,EcSMS35_1555,E2348C_1730,EcE24377A_1854,ETEC_1678,UMNK88_2103,ECOK1_1762,ECS88_1691,ECP_1589,ECABU_c18960,c2035,ECIAI39_1412,ECNA114_1691,ECUMN_1934,UTI89_C1834,None,None,SDY_1866,SFxv_1873,S1802,SF1670,SFV_1662,SSON_1513
CIW80_01070,LF82_2853,NRG857_08240,UM146_08930,APECO1_726,EcolC_1985,ECB_01614,ECBD_1999,B21_01604,ECD_01614,BWG_1459,EcDH1_1996,ECDH1ME8569_1588,ECED1_1845,EcHS_A1721,ECIAI1_1696,EKO11_2130,ECSE_1767,ECSF_1507,ECDH10B_1778,b1644,ydhJ,ECW_m1812,WFL_08875,EC042_1814,EC55989_1812,ECO103_1785,ECO111_2114,ECH74115_2356,Z2659,ECs_2353,ECSP_2209,ECO26_2373,G2583_2039,EcSMS35_1554,E2348C_1731,EcE24377A_1855,ETEC_1679,UMNK88_2104,ECOK1_1763,ECS88_1692,ECP_1590,ECABU_c18970,c2036,ECIAI39_1411,ECNA114_1692,ECUMN_1935,UTI89_C1835,SbBS512_E1836,SBO_1491,SDY_1867,SFxv_1874,S1803,SF1671,SFV_1663,SSON_1512
CIW80_01075,LF82_2854,NRG857_08245,UM146_08925,APECO1_727,EcolC_1984,ECB_01615,ECBD_1998,B21_01605,ECD_01615,BWG_1460,EcDH1_1995,ECDH1ME8569_1589,ECED1_1846,EcHS_A1722,ECIAI1_1697,EKO11_2129,ECSE_1768,ECSF_1508,ECDH10B_1779,b1645,ydhK,ECW_m1813,WFL_08880,EC042_1815,EC55989_1813,ECO103_1786,ECO111_2115,ECH74115_2357,Z2660,ECs_2354,ECSP_2210,ECO26_2374,G2583_2040,EcSMS35_1553,E2348C_1732,EcE24377A_1856,ETEC_1680,UMNK88_2105,ECOK1_1764,ECS88_1693,ECP_1591,ECABU_c18980,c2037,ECIAI39_1410,ECNA114_1693,ECUMN_1936,UTI89_C1836,SbBS512_E1837,SBO_1490,SDY_1869,None,None,SF1672,SFV_1665,SSON_1511
CIW80_01080,LF82_2149,NRG857_08250,UM146_08920,APECO1_728,EcolC_1983,ECB_01616,ECBD_1997,B21_01606,ECD_01616,BWG_1461,EcDH1_1994,ECDH1ME8569_1590,ECED1_1847,EcHS_A1723,ECIAI1_1698,EKO11_2128,ECSE_1769,ECSF_1509,ECDH10B_1780,b1646,sodC,ECW_m1814,WFL_08885,EC042_1816,EC55989_1814,ECO103_1787,ECO111_2116,ECH74115_2358,Z2661,ECs_2355,ECSP_2211,ECO26_2375,G2583_2041,EcSMS35_1552,E2348C_1733,EcE24377A_1857,ETEC_1681,UMNK88_2106,ECOK1_1765,ECS88_1694,ECP_1592,ECABU_c18990,c2038,ECIAI39_1409,ECNA114_1694,ECUMN_1937,UTI89_C1837,SbBS512_E1838,SBO_1489,SDY_1870,SFxv_1876,S1805,SF1673,SFV_1666,SSON_1510
